quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
3.75,.16,.12,.20999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4,.15000001,.11,.2,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4.25,.13,.090000004,.18000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4.5,.13,.079999998,.17,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
4.75,.12,.079999998,.16,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
5,.11,.07,.15000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,90+,All Years
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.25,.94,.93000001,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.5,.89999998,.88,.91000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
.75,.87,.85000002,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1,.82999998,.81999999,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.25,.80000001,.77999997,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.5,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
1.75,.75999999,.74000001,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2,.73000002,.70999998,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.25,.70999998,.69,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.5,.69,.67000002,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
2.75,.68000001,.66000003,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3,.67000002,.63999999,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3.25,.64999998,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3.5,.63999999,.62,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
3.75,.63,.61000001,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4,.62,.60000002,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.25,.61000001,.58999997,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.5,.61000001,.57999998,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
4.75,.60000002,.57999998,.62,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
5,.58999997,.56999999,.62,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2016
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.25,.94999999,.93000001,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.5,.89999998,.88999999,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
.75,.87,.85000002,.88999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1,.82999998,.81,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.25,.81,.79000002,.82999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.5,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
1.75,.75999999,.74000001,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2,.74000001,.72000003,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.25,.73000002,.70999998,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.5,.70999998,.69,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
2.75,.69999999,.68000001,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3,.68000001,.66000003,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.25,.67000002,.64999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.5,.67000002,.63999999,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
3.75,.64999998,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4,.63999999,.62,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4.25,.63,.61000001,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4.5,.62,.60000002,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
4.75,.62,.58999997,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
5,.61000001,.57999998,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2017
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.25,.94,.93000001,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.5,.88,.86000001,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
.75,.83999997,.81999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1,.81,.79000002,.82999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.25,.79000002,.76999998,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.5,.76999998,.75,.79000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
1.75,.75,.73000002,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2,.73000002,.70999998,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.25,.69999999,.68000001,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.5,.69,.67000002,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
2.75,.68000001,.66000003,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3,.67000002,.64999998,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3.25,.66000003,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3.5,.64999998,.63,.67000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
3.75,.63999999,.62,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4,.63,.61000001,.66000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.25,.62,.60000002,.64999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.5,.61000001,.58999997,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
4.75,.60000002,.56999999,.63,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
5,.60000002,.56999999,.62,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2018
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.25,.94,.93000001,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.5,.91000003,.88999999,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
.75,.86000001,.85000002,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1,.82999998,.81,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.25,.80000001,.77999997,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.5,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
1.75,.75999999,.74000001,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2,.74000001,.72000003,.75999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.25,.73000002,.70999998,.75,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.5,.70999998,.69,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
2.75,.69999999,.68000001,.72000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3,.69,.67000002,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.25,.68000001,.66000003,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.5,.67000002,.64999998,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
3.75,.67000002,.64999998,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
4,.64999998,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
4.25,.64999998,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
4.5,.51999998,.31999999,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
5,.34999999,.079999998,.61000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2019
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.25,.94,.93000001,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.5,.88999999,.87,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
.75,.83999997,.82999998,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1,.81,.79000002,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.25,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.5,.75,.73000002,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
1.75,.72000003,.69999999,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2,.70999998,.68000001,.73000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.25,.69,.67000002,.70999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.5,.68000001,.64999998,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
2.75,.66000003,.63999999,.69,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
3,.66000003,.63,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
3.25,.60000002,.50999999,.69999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
3.5,.54000002,.38999999,.68000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
4,.46000001,.28,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
4.25,.46000001,.28,.63999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
4.5,.28,.090000004,.46000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2020
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.25,.94999999,.94,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.5,.89999998,.88999999,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
.75,.86000001,.85000002,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1,.82999998,.81999999,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.25,.80000001,.79000002,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.5,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
1.75,.75999999,.74000001,.77999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
2,.74000001,.72000003,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
2.5,.74000001,.72000003,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
2.75,.74000001,.72000003,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
3,.69999999,.62,.79000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
3.25,.69999999,.62,.79000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
3.5,.69999999,.62,.79000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
4,.63999999,.50999999,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
4.25,.63999999,.50999999,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
4.5,.63999999,.50999999,.76999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
4.75,.54000002,.33000001,.74000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,2021
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.25,.66000003,.58999997,.73000002,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.5,.56,.49000001,.63,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
.75,.50999999,.44,.58999997,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1,.47,.40000001,.54000002,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1.25,.43000001,.36000001,.5,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1.5,.40000001,.33000001,.47999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
1.75,.38,.31,.44999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2,.36000001,.28999999,.43000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2.25,.34,.28,.41,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
2.75,.33000001,.25999999,.40000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
3,.31,.23999999,.37,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
3.25,.30000001,.23,.36000001,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4,.28999999,.22,.34999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4.25,.28999999,.22,.34999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4.5,.28999999,.22,.34999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
4.75,.28,.22,.34999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
5,.28,.22,.34999999,All Persons,All IMD Quintiles,East Midlands,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.5,.88999999,.88,.89999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
.75,.83999997,.82999998,.85000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.25,.77999997,.75999999,.79000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.5,.75999999,.74000001,.76999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
1.75,.73000002,.70999998,.74000001,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.25,.69,.67000002,.70999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.5,.67000002,.64999998,.69,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
2.75,.64999998,.63,.67000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3,.63999999,.62,.66000003,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.5,.62,.60000002,.63999999,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
3.75,.61000001,.58999997,.63,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4,.60000002,.57999998,.62,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.25,.57999998,.56,.60000002,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.5,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
4.75,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
5,.56,.54000002,.57999998,All Persons,All IMD Quintiles,East Midlands,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
.25,.99000001,.98000002,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
.75,.97000003,.95999998,.98000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1,.94999999,.94,.95999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.5,.92000002,.91000003,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
1.75,.91000003,.88999999,.92000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2,.88,.87,.89999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.25,.86000001,.85000002,.88,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.5,.85000002,.82999998,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
2.75,.83999997,.81999999,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3,.82999998,.81,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.25,.81999999,.80000001,.83999997,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.5,.81,.79000002,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
3.75,.79000002,.76999998,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4,.77999997,.75999999,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.25,.76999998,.75,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.5,.75999999,.73000002,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
4.75,.75,.72000003,.76999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
5,.74000001,.70999998,.76999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.25,.91000003,.89999998,.92000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.5,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
.75,.75,.73000002,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1,.69,.67000002,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.25,.64999998,.63999999,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.5,.62,.60000002,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
1.75,.58999997,.56999999,.61000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.25,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.5,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
2.75,.51999998,.5,.54000002,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3,.5,.47999999,.51999998,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.25,.49000001,.47,.50999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.5,.49000001,.47,.50999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
3.75,.47999999,.46000001,.5,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4,.47,.44999999,.49000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.25,.44999999,.43000001,.47999999,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.5,.44999999,.43000001,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
4.75,.44,.41999999,.46000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
5,.44,.41999999,.46000001,All Persons,All IMD Quintiles,East Midlands,All Routes,Advanced,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
.25,.98000002,.98000002,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
.5,.95999998,.94,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
.75,.93000001,.91000003,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
1,.88999999,.87,.92000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
1.25,.87,.85000002,.89999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
1.5,.86000001,.82999998,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
1.75,.83999997,.81,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
2,.81999999,.79000002,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
2.25,.81999999,.79000002,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
2.5,.80000001,.76999998,.83999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
2.75,.77999997,.75,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
3,.77999997,.74000001,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
3.25,.76999998,.73000002,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
3.5,.76999998,.73000002,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
3.75,.75999999,.73000002,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
4,.75999999,.72000003,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
4.25,.75999999,.72000003,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
4.5,.75,.70999998,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
4.75,.75,.70999998,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
5,.75,.70999998,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,0-49,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
.25,.98000002,.95999998,.99000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
.5,.94999999,.93000001,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
.75,.92000002,.89999998,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
1,.88999999,.86000001,.91000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
1.25,.86000001,.83999997,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
1.5,.85000002,.81999999,.88,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
1.75,.82999998,.80000001,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2,.81,.77999997,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.25,.81,.76999998,.83999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.5,.79000002,.75999999,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.75,.77999997,.74000001,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3,.76999998,.74000001,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.25,.75999999,.72000003,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.5,.75,.70999998,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.75,.74000001,.69999999,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4,.72000003,.67000002,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.25,.70999998,.66000003,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.5,.67000002,.62,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.75,.67000002,.62,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
