quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
1,.77999997,.76999998,.79000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.25,.75,.74000001,.75999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.69,.70999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.68000001,.67000002,.69,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.66000003,.64999998,.67000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.63999999,.63,.64999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.63,.62,.63999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.62,.61000001,.63,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.61000001,.58999997,.62,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.58999997,.57999998,.60000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.56999999,.58999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.56999999,.56,.57999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.56,.55000001,.56999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.55000001,.54000002,.56,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.54000002,.52999997,.56,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.52999997,.51999998,.55000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.83999997,.82999998,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.80000001,.79000002,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.76999998,.75999999,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.74000001,.73000002,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.69999999,.69,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.68000001,.67000002,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.67000002,.66000003,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.66000003,.64999998,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.63999999,.63,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.63,.62,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.62,.61000001,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.61000001,.60000002,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.60000002,.58999997,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.58999997,.57999998,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.57999998,.56999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.56999999,.56,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.56,.55000001,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.94,.94,.94999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.88999999,.88,.88999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.85000002,.83999997,.86000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.81,.80000001,.81999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.76999998,.79000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.75999999,.75,.76999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.73000002,.72000003,.75,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.70999998,.69999999,.73000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.69999999,.69,.70999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.68000001,.67000002,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.67000002,.64999998,.68000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.66000003,.63999999,.67000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.63999999,.63,.66000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.63,.62,.64999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.62,.61000001,.63,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.61000001,.60000002,.62,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.60000002,.58999997,.62,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.58999997,.57999998,.61000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.57999998,.56999999,.60000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.56999999,.56,.58999997,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.92000002,.91000003,.92000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.85000002,.83999997,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.80000001,.79000002,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.75999999,.75,.76999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.73000002,.70999998,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.69999999,.69,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.68000001,.67000002,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.66000003,.64999998,.68000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.64999998,.63,.66000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.63,.62,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.61000001,.60000002,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.60000002,.58999997,.61000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.58999997,.56999999,.60000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.57999998,.56,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.56,.55000001,.57999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.55000001,.54000002,.56,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.54000002,.51999998,.55000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.50999999,.54000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.51999998,.5,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.50999999,.49000001,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.93000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.87,.86000001,.88,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.81999999,.81,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.76999998,.75999999,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.75,.74000001,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.69,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.68000001,.67000002,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.66000003,.64999998,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.64999998,.63,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.63,.62,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.62,.60000002,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.61000001,.58999997,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.57999998,.61000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.56999999,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.56999999,.56,.58999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.56,.55000001,.56999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.55000001,.54000002,.56999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.55000001,.52999997,.56,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.54000002,.51999998,.55000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.5,.47999999,.51999998,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.44,.41999999,.46000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.41,.38999999,.43000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.38,.36000001,.40000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.36000001,.33000001,.38,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.34,.31999999,.36000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.31999999,.30000001,.34,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.31,.28999999,.33000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.30000001,.28,.31999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.28999999,.27000001,.31,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.28,.25999999,.30000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.27000001,.25,.28999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.27000001,.25,.28999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.25999999,.25,.28,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.25999999,.23999999,.28,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.25,.23,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.25,.23,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
5,.23999999,.22,.25999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94999999,.94999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.89999998,.88999999,.89999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.85000002,.85000002,.86000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.81,.81,.81999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.77999997,.77999997,.79000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.75999999,.75,.75999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.73000002,.73000002,.74000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.70999998,.70999998,.72000003,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.69,.69,.69999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.68000001,.67000002,.68000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.66000003,.66000003,.67000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.64999998,.63999999,.64999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.63999999,.63,.63999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.63,.62,.63,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.62,.61000001,.62,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.60000002,.60000002,.61000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.58999997,.58999997,.60000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.57999998,.57999998,.58999997,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.57999998,.56999999,.57999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.56999999,.56,.56999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,.99000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.5,.97000003,.97000003,.98000002,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.75,.95999998,.94999999,.95999998,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.94,.94,.94,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.25,.92000002,.92000002,.93000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
