id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90,ageStandardisedIncidence
1617, Male/IMD1/North East+,2021,0.96109301,17.957754,22.470226,77.165459,42.793972,91.773186,41.797283,14.649868,0,0,16.914267
1618, Male/IMD1/North East+,2022,0.57816392,18.317953,12.328632,31.113876,18.120045,39.65369,49.539284,30.29385,0,59.206631,10.613401
1619, Male/IMD1/North East+,2023,0.77088523,6.8692327,12.328632,31.113876,40.770103,39.65369,79.262856,15.146925,54.824562,0,12.215876
1620,,,,,,,,,,,,,
1621, Male/IMD1/North West+,All Years,,,,,,,,,,,
1622, Male/IMD1/North West+,2016,1.8313866,8.82201,25.622776,27.093388,38.025566,46.948357,24.368168,42.220814,10.181226,0,11.647559
1623, Male/IMD1/North West+,2017,1.709388,28.752874,35.943871,29.925186,57.988365,31.181789,13.95576,26.074259,30.379747,42.526047,14.026784
1624, Male/IMD1/North West+,2018,1.9312674,23.495369,36.737694,42.219444,36.053131,22.784233,27.849335,25.446589,10.132739,21.070375,12.978832
1625, Male/IMD1/North West+,2019,1.466863,13.556648,33.205383,15.802281,45.610901,46.26162,30.844101,29.886431,9.9088383,0,11.901477
1626, Male/IMD1/North West+,2020,1.3487905,8.6353655,15.665796,26.202623,28.675755,17.148615,23.838715,25.095362,0,20.802996,8.2412319
1627, Male/IMD1/North West+,2021,0.79663229,18.234644,19.187965,33.042957,41.569042,32.263615,40.526848,27.434843,48.361748,0,11.924015
1628, Male/IMD1/North West+,2022,0.78223741,16.00197,19.048828,30.716124,40.890675,19.912827,18.796993,54.704594,23.465916,24.038462,10.63494
1629, Male/IMD1/North West+,2023,1.0057338,11.078286,17.778906,23.402761,27.880005,39.825653,40.726818,21.881838,23.465916,24.038462,10.241947
1630,,,,,,,,,,,,,
1631, Male/IMD1/South East+,All Years,,,,,,,,,,,
1632, Male/IMD1/South East+,2016,0.37864733,16.527559,9.8092108,17.793594,37.121822,17.080877,24.021139,18.46722,31.595577,0,7.8853221
1633, Male/IMD1/South East+,2017,1.88559,8.140008,18.907166,17.29306,25.710245,31.550718,35.087719,36.088055,64.226074,0,10.24726
1634, Male/IMD1/South East+,2018,1.128562,20.383204,13.689878,22.518719,32.520325,22.438295,23.060072,0,31.806616,0,8.6662474
1635, Male/IMD1/South East+,2019,1.1282352,16.313879,8.9130535,16.4042,32.664795,43.747723,44.518642,17.226528,96.7118,0,11.039831
1636, Male/IMD1/South East+,2020,1.5067219,20.633873,12.925463,5.331059,13.03526,43.293167,21.73913,0,64.495323,0,8.2420826
1637, Male/IMD1/South East+,2021,0,8.3305569,8.6180897,15.94642,19.792835,36.99593,43.883709,37.043896,85.215172,0,8.9981756
1638, Male/IMD1/South East+,2022,1.5766467,4.2283297,25.756599,10.235415,12.933265,30.87611,60.575466,0,0,0,8.2241955
1639, Male/IMD1/South East+,2023,1.182485,4.2283297,8.5855331,20.470829,38.799793,0,30.287733,0,41.511002,0,6.7717714
1640,,,,,,,,,,,,,
1641, Male/IMD1/South West+,All Years,,,,,,,,,,,
1642, Male/IMD1/South West+,2016,0.97869861,5.0989189,11.911852,21.453089,36.231884,9.9960012,56.05381,20.437359,0,0,8.2610264
1643, Male/IMD1/South West+,2017,2.4361129,10.074044,22.967386,20.648359,45.327492,55.447739,55.826935,19.944157,0,0,12.920074
1644, Male/IMD1/South West+,2018,3.8780169,20.119713,22.276676,26.820436,15.429718,17.644464,13.574046,39.393341,0,0,10.089833
1645, Male/IMD1/South West+,2019,1.4615325,10.049747,27.182777,19.537609,38.267258,42.749657,39.824772,55.658627,0,0,11.760793
1646, Male/IMD1/South West+,2020,0.97325498,5.1300468,5.2623272,18.974133,22.794621,58.178192,116.03919,55.025681,0,63.331223,13.246424
1647, Male/IMD1/South West+,2021,1.497417,10.119921,35.849636,12.282749,31.48119,50.92514,0,41.228611,0,0,9.997448
1648, Male/IMD1/South West+,2022,0.98607659,10.313531,20.354162,23.899145,22.883295,17.88269,47.092064,41.025642,39.904228,0,9.7410259
1649, Male/IMD1/South West+,2023,2.4651916,5.1567655,15.265622,23.899145,30.511061,44.706722,11.773016,20.512821,39.904228,0,9.7867041
1650,,,,,,,,,,,,,
1651, Male/IMD1/West Midlands+,All Years,,,,,,,,,,,
1652, Male/IMD1/West Midlands+,2016,0.94590527,11.912798,16.417665,24.64538,24.886456,20.272461,10.803802,15.359803,28.13731,32.938076,7.9067349
1653, Male/IMD1/West Midlands+,2017,1.2465175,13.765437,27.120483,27.094397,28.43063,15.476283,16.167278,15.318627,27.5786,0,8.8932858
1654, Male/IMD1/West Midlands+,2018,1.2386048,9.6500874,13.224015,18.618011,9.4532852,30.411312,31.914894,7.5970526,27.122322,31.436655,7.6359162
1655, Male/IMD1/West Midlands+,2019,1.3899785,11.43903,32.155029,13.114066,24.885681,18.85725,36.639622,22.321428,0,0,8.8607349
1656, Male/IMD1/West Midlands+,2020,0.92383164,16.966406,21.026072,23.225807,18.484289,29.892015,20.968756,7.5488791,0,29.904306,8.3491802
1657, Male/IMD1/West Midlands+,2021,1.3020346,18.299936,21.002666,39.561852,28.032143,33.94305,43.087196,16.743408,17.196905,0,11.453068
1658, Male/IMD1/West Midlands+,2022,0.80243427,9.1788597,12.422874,28.94705,30.698389,34.3787,5.1618233,25.350685,16.658337,0,8.1737766
1659, Male/IMD1/West Midlands+,2023,1.2838948,12.850403,28.986708,26.534798,30.698389,45.838268,5.1618233,16.900455,0,31.715826,10.085395
1660,,,,,,,,,,,,,
1661, Male/IMD1/Yorkshire and The Humber+,All Years,,,,,,,,,,,
1662, Male/IMD1/Yorkshire and The Humber+,2016,1.0171802,15.696123,22.421524,29.294273,26.046188,45.263763,27.341827,31.645569,29.520296,0,10.957609
1663, Male/IMD1/Yorkshire and The Humber+,2017,1.6864316,29.029261,26.267977,31.347143,47.576569,45.418419,22.114109,15.714622,14.53911,0,13.032167
1664, Male/IMD1/Yorkshire and The Humber+,2018,1.5096568,17.210058,23.511307,35.678787,45.043694,25.391758,44.355732,15.400016,29.192818,0,12.13867
1665, Male/IMD1/Yorkshire and The Humber+,2019,1.5037544,7.5941677,18.732828,17.487759,26.905025,49.438519,32.828144,22.803284,0,61.199509,10.162686
1666, Male/IMD1/Yorkshire and The Humber+,2020,1.4998175,17.04707,18.435068,17.050714,50.553112,17.316618,21.733225,30.674847,56.497173,31.162355,10.771039
1667, Male/IMD1/Yorkshire and The Humber+,2021,1.8923266,18.571482,26.591393,40.63583,38.446751,31.168831,37.551632,25.72237,53.68647,34.674065,13.591088
1668, Male/IMD1/Yorkshire and The Humber+,2022,1.0160967,7.4535089,24.248793,32.695766,23.272051,10.733836,19.773592,26.21003,35.056969,0,8.4681854
1669, Male/IMD1/Yorkshire and The Humber+,2023,1.1854461,13.04364,24.248793,16.347883,31.999069,25.045618,24.71699,0,17.528484,33.0033,8.7870913
1670,,,,,,,,,,,,,
1671,Male/IMD2/East Midlands+,All Years,,,,,,,,,,,
1672,Male/IMD2/East Midlands+,2016,3.9083364,16.12487,21.958717,41.419872,41.846256,44.328697,31.468807,44.958977,20.454081,0,14.632852
1673,Male/IMD2/East Midlands+,2017,2.2622461,16.006659,39.055565,28.548124,21.781748,35.353535,7.7501354,0,20.226538,0,10.331012
1674,Male/IMD2/East Midlands+,2018,1.9303466,28.7687,10.345898,12.113871,30.747606,34.143009,7.4145474,43.271313,19.849146,0,9.6650066
1675,Male/IMD2/East Midlands+,2019,2.8860121,12.72467,13.462574,27.680019,22.109219,14.336232,57.040997,31.864046,38.714672,43.649063,11.215333
1676,Male/IMD2/East Midlands+,2020,1.2734677,22.591576,13.101438,23.055641,40.176777,23.603834,20.639835,21.164021,0,43.084877,9.7686148
1677,Male/IMD2/East Midlands+,2021,1.3200275,6.3271117,19.596956,22.779907,36.693882,23.862932,40.298206,21.896212,0,41.841003,9.6777649
1678,Male/IMD2/East Midlands+,2022,1.6299441,12.740477,16.108248,32.93446,27.168991,14.835328,30.948254,10.779346,19.984013,0,8.9524374
1679,Male/IMD2/East Midlands+,2023,0.97796643,3.1851192,16.108248,14.637538,27.168991,9.8902187,12.379302,32.338039,39.968025,0,6.636755
1680,,,,,,,,,,,,,
1681,Male/IMD2/East of England+,All Years,,,,,,,,,,,
1682,Male/IMD2/East of England+,2016,1.7145895,2.765028,12.782003,18.291567,31.766201,27.467497,25.192089,17.410986,29.472443,32.90556,8.5023918
1683,Male/IMD2/East of England+,2017,0.85725063,19.15237,3.1026032,21.500753,26.000074,33.43084,18.784046,34.217281,0,0,8.0636435
1684,Male/IMD2/East of England+,2018,1.4272095,10.871042,12.128195,3.5113592,22.884169,3.9837463,6.0793967,33.571129,0,0,5.1708555
1685,Male/IMD2/East of England+,2019,0.85605687,5.4150648,8.7979116,24.177114,15.401794,19.526674,29.108692,8.2918739,42.759407,29.815145,7.0583596
1686,Male/IMD2/East of England+,2020,2.2813082,16.35858,11.409664,13.412017,27.143356,11.529593,22.587385,24.910736,0,0,7.6786757
1687,Male/IMD2/East of England+,2021,1.4385426,13.670166,11.216106,16.463615,7.8907914,11.868967,27.599911,43.759846,31.660599,0,7.2516298
1688,Male/IMD2/East of England+,2022,1.1463782,16.552181,5.5352597,25.537077,23.099134,8.359107,55.024761,25.958294,47.088367,0,8.9946413
1689,Male/IMD2/East of England+,2023,0.85978365,16.552181,5.5352597,6.3842692,3.8498557,12.538661,10.004502,25.958294,47.088367,117.64706,6.1965775
1690,,,,,,,,,,,,,
1691,Male/IMD2/London+,All Years,,,,,,,,,,,
1692,Male/IMD2/London+,2016,0.6321826,11.025764,12.158239,28.7687,24.923983,18.019966,8.8066931,6.3938618,11.622501,0,6.6321115
1693,Male/IMD2/London+,2017,0.89942777,3.5803368,11.666059,31.524609,27.52133,26.810551,17.785683,31.300863,33.141846,0,8.294322
1694,Male/IMD2/London+,2018,0.89318728,9.3242264,12.6252,24.525063,22.217285,38.065029,44.925648,12.195866,0,21.867483,8.9354811
1695,Male/IMD2/London+,2019,0.80295485,8.0771713,16.224768,18.013149,26.494532,15.264845,44.648838,23.993761,0,40.883076,8.2056732
1696,Male/IMD2/London+,2020,1.4197387,7.9585247,10.502547,22.317596,28.09186,38.389984,17.875498,12.060544,31.430069,19.786308,8.5952578
1697,Male/IMD2/London+,2021,1.8214825,14.123463,14.884376,27.825119,38.894424,44.095879,49.394913,34.575756,13.215277,83.70536,12.956199
1698,Male/IMD2/London+,2022,1.3071659,7.1225071,15.95384,18.425152,21.01527,22.228573,46.051117,20.878279,38.51091,52.84016,9.1757908
1699,Male/IMD2/London+,2023,1.3071659,10.683761,5.3179469,18.425152,11.675151,25.404083,23.025558,41.756557,12.83697,0,7.0662384
1700,,,,,,,,,,,,,
1701,Male/IMD2/North East+,All Years,,,,,,,,,,,
1702,Male/IMD2/North East+,2016,1.0640166,28.297882,25.697693,11.575414,23.724792,15.869238,21.217909,46.794571,57.553955,140.94432,11.384436
1703,Male/IMD2/North East+,2017,2.1231761,9.5424404,5.0175614,16.909983,0,21.665342,10.555203,30.599754,0,135.68521,6.93117
1704,Male/IMD2/North East+,2018,1.584401,0,14.787066,27.696228,24.775473,13.677084,73.723015,0,28.011204,0,9.0050116
1705,Male/IMD2/North East+,2019,2.1178365,9.7785168,9.7333078,37.919827,31.197355,19.791529,30.590395,28.739761,27.480078,65.019508,10.594168
1706,Male/IMD2/North East+,2020,1.5817112,25.106703,42.895954,10.613458,24.735638,19.508389,19.623234,28.764563,0,0,9.9872799
1707,Male/IMD2/North East+,2021,1.1516757,30.117458,9.5324345,10.501995,36.205647,39.468491,28.738384,14.830194,57.720058,61.349693,11.024796
1708,Male/IMD2/North East+,2022,1.7016546,5.0818172,9.6107645,35.925072,11.754334,20.553576,35.075413,29.761906,0,62.932663,8.6244984
1709,Male/IMD2/North East+,2023,1.1344364,10.163634,14.416146,15.396459,17.631502,20.553576,52.613117,0,54.570259,0,8.1847878
1710,,,,,,,,,,,,,
1711,Male/IMD2/North West+,All Years,,,,,,,,,,,
1712,Male/IMD2/North West+,2016,0.64959949,17.175491,24.413467,20.234722,33.963547,34.785297,25.468622,38.118473,27.544415,32.883919,10.72047
1713,Male/IMD2/North West+,2017,1.0821152,8.6012259,21.293207,17.013071,38.893044,24.644417,20.175528,7.4548979,13.468014,0,8.2337704
1714,Male/IMD2/North West+,2018,1.29532,21.587549,13.841149,16.712626,27.555801,33.492985,34.64146,7.1978693,13.464387,0,9.1614952
1715,Male/IMD2/North West+,2019,0.64439493,8.584796,20.455009,13.603591,9.2887888,32.721443,28.96312,13.96453,0,29.086678,7.085268
1716,Male/IMD2/North West+,2020,1.0715564,13.043478,15.570781,29.003084,40.57935,16.039522,19.20215,27.799013,26.184866,55.756901,9.766222
1717,Male/IMD2/North West+,2021,1.3694347,8.6796141,21.685858,17.680786,34.420177,38.866398,23.695559,35.109894,27.056276,28.522533,10.266425
1718,Male/IMD2/North West+,2022,0.8953293,10.981771,15.220038,7.3579907,21.357742,27.331739,30.177616,34.797134,26.634705,28.587765,8.0493507
1719,Male/IMD2/North West+,2023,0.8953293,6.5890622,17.394329,31.884626,15.25553,17.082336,17.244352,13.918853,13.317352,0,6.981771
1720,,,,,,,,,,,,,
1721,Male/IMD2/South East+,All Years,,,,,,,,,,,
1722,Male/IMD2/South East+,2016,1.7112263,19.708317,31.492756,15.423531,15.63575,24.917978,5.7214785,24.952175,42.498936,29.603315,9.2879171
1723,Male/IMD2/South East+,2017,2.347523,12.932985,22.81311,6.0585866,9.8039217,26.563448,34.000114,8.1873264,0,0,7.6157413
1724,Male/IMD2/South East+,2018,1.4932219,21.514168,12.2528,23.691069,13.357377,21.808666,10.954103,16.064257,56.369785,27.434843,8.419508
1725,Male/IMD2/South East+,2019,1.0686227,10.810344,7.1203094,11.536687,23.467882,39.131981,21.204411,7.7351484,28.196814,26.11648,7.5366101
1726,Male/IMD2/South East+,2020,1.7125597,10.888502,18.425962,11.16196,23.540489,28.308563,20.479214,7.6899414,28.02298,26.068821,8.0768671
1727,Male/IMD2/South East+,2021,1.68988,9.3347435,25.480953,21.682568,43.350094,26.81085,46.268757,19.69861,0,44.464207,11.15413
1728,Male/IMD2/South East+,2022,0.66800863,11.219819,2.2859755,10.751243,26.824034,26.411108,41.934582,8.0469942,14.97006,55.710308,7.442625
1729,Male/IMD2/South East+,2023,0.89067817,13.463782,11.429877,24.190296,23.471029,30.184124,41.934582,40.234974,14.97006,27.855154,9.6666107
1730,,,,,,,,,,,,,
1731,Male/IMD2/South West+,All Years,,,,,,,,,,,
1732,Male/IMD2/South West+,2016,0.91429687,13.446282,17.48048,25.826447,20.760426,30.383593,16.295492,23.313646,13.596193,0,8.2843857
1733,Male/IMD2/South West+,2017,0.91243649,5.3300643,16.949631,19.019844,15.582635,10.362695,21.094822,7.5660133,40.393162,28.5144,6.4717717
1734,Male/IMD2/South West+,2018,2.1257534,5.3387432,19.198595,27.976376,19.250513,16.511459,40.555611,14.890924,39.9627,0,9.075202
1735,Male/IMD2/South West+,2019,1.2215344,10.764552,16.059526,27.376427,9.7595892,16.114477,43.778576,14.455045,26.174585,0,8.0327482
1736,Male/IMD2/South West+,2020,1.2198172,8.1786213,10.437596,14.886712,23.10231,22.201782,23.350302,42.863266,12.822157,78.926598,8.2561464
1737,Male/IMD2/South West+,2021,1.9169329,2.7631178,7.9804215,20.477417,33.540165,19.450838,40.358746,0,39.236202,26.31579,8.3934212
1738,Male/IMD2/South West+,2022,0.95239908,0,23.794416,14.190033,13.176099,17.127981,16.286646,0,0,0,5.2115526
1739,Male/IMD2/South West+,2023,2.8571973,2.8105676,5.2876482,8.51402,19.764149,30.830364,12.214984,7.0437417,25.59181,25.933609,6.7306209
1740,,,,,,,,,,,,,
1741,Male/IMD2/West Midlands+,All Years,,,,,,,,,,,
1742,Male/IMD2/West Midlands+,2016,1.2863722,21.615612,20.740433,27.647221,31.703257,32.75288,7.1957974,10.882577,20.669699,43.497173,9.9909782
1743,Male/IMD2/West Midlands+,2017,0.32136154,21.418518,30.367447,19.495457,16.567949,4.9290223,7.2563677,52.837368,20.210186,43.14064,8.3423748
1744,Male/IMD2/West Midlands+,2018,1.2840556,24.419279,19.908421,34.51582,21.094376,47.15202,28.384899,20.296326,0,0,11.018215
1745,Male/IMD2/West Midlands+,2019,0.32133675,3.0892801,22.652256,18.902163,50.856079,22.903212,13.792152,19.58672,19.186493,0,8.2901878
1746,Male/IMD2/West Midlands+,2020,1.9271784,12.354068,19.166267,40.535065,8.4896851,31.589872,6.7190757,39.49057,38.175224,0,9.5933571
1747,Male/IMD2/West Midlands+,2021,0.67595202,24.892651,19.110714,39.751373,26.010057,13.405425,59.4884,9.8493052,19.516003,0,10.801428
1748,Male/IMD2/West Midlands+,2022,1.0028247,9.5066071,38.106125,14.183894,17.115961,18.743263,41.691483,39.920158,0,0,9.1493216
1749,Male/IMD2/West Midlands+,2023,2.0056493,6.337738,19.053062,14.183894,21.394951,42.172344,23.823704,9.9800396,56.401581,43.290043,9.523283
1750,,,,,,,,,,,,,
1751,Male/IMD2/Yorkshire and The Humber+,All Years,,,,,,,,,,,
1752,Male/IMD2/Yorkshire and The Humber+,2016,1.2863722,12.351779,27.653912,19.748014,31.703257,21.835253,21.587393,10.882577,0,130.49152,9.9076138
1753,Male/IMD2/Yorkshire and The Humber+,2017,2.5708923,15.298942,13.496643,19.495457,24.851925,39.432178,21.769102,10.567473,40.420372,43.14064,10.197307
1754,Male/IMD2/Yorkshire and The Humber+,2018,2.8891251,18.314459,13.272281,30.680729,12.656626,28.29121,42.577351,0,19.809826,85.726532,10.716102
1755,Male/IMD2/Yorkshire and The Humber+,2019,1.9280206,15.446401,16.180183,18.902163,42.380066,4.5806422,20.688229,29.380081,19.186493,0,8.8529463
1756,Male/IMD2/Yorkshire and The Humber+,2020,0.64239281,9.2655506,25.555023,11.055017,25.469055,27.077034,26.876303,0,0,40.933277,7.6038604
1757,Male/IMD2/Yorkshire and The Humber+,2021,0,3.1115813,9.555357,18.068806,17.340038,40.216274,26.439289,29.547916,39.032005,88.928413,8.1585865
1758,Male/IMD2/Yorkshire and The Humber+,2022,1.0028247,9.5066071,12.702042,21.275841,51.347881,23.429081,17.867779,19.960079,0,0,8.5886688
1759,Male/IMD2/Yorkshire and The Humber+,2023,1.3370996,6.337738,6.3510208,28.367788,29.95293,18.743263,17.867779,9.9800396,37.601051,0,7.486958
1760,,,,,,,,,,,,,
1761,Male/IMD3/East Midlands+,All Years,,,,,,,,,,,
1762,Male/IMD3/East Midlands+,2016,0.35584149,9.2839022,10.39537,19.399395,37.023323,18.609844,39.706173,19.421247,54.804531,80.418175,9.3734016
1763,Male/IMD3/East Midlands+,2017,2.4723363,15.204039,3.37325,7.6878724,19.377592,12.716175,32.579659,28.414473,17.510069,117.14174,8.4021339
1764,Male/IMD3/East Midlands+,2018,1.0589331,12.191405,16.341471,34.163376,31.852205,12.120723,12.519562,18.148821,33.961624,75.44323,9.1876125
1765,Male/IMD3/East Midlands+,2019,1.4132029,6.1280141,6.3504162,14.864915,24.151672,32.144005,5.8906693,34.638031,16.523464,110.86475,7.989306
1766,Male/IMD3/East Midlands+,2020,0,6.2355804,6.1938682,3.6463082,12.167424,11.887779,34.023251,0,33.433636,0,4.1839023
1767,Male/IMD3/East Midlands+,2021,1.10762,12.589702,18.808187,7.2064281,20.814253,16.29328,27.202002,52.173912,61.967468,0,8.4932327
1768,Male/IMD3/East Midlands+,2022,0.36575508,9.5760984,18.515089,20.986359,24.597221,47.018593,9.9651222,25.625694,60.633621,0,9.0086279
1769,Male/IMD3/East Midlands+,2023,1.0972652,6.3840652,12.343393,20.986359,8.1990738,29.920923,24.912806,8.5418978,75.79203,34.566193,7.8173156
1770,,,,,,,,,,,,,
1771,Male/IMD3/East of England+,All Years,,,,,,,,,,,
1772,Male/IMD3/East of England+,2016,0.85238594,3.732527,16.742355,9.540164,19.765017,24.956326,0,10.632642,18.609844,0,5.3217511
1773,Male/IMD3/East of England+,2017,1.9146981,9.2065773,16.265451,11.69153,14.010508,22.720961,22.792889,5.198586,9.0612545,19.719976,6.8525972
1774,Male/IMD3/East of England+,2018,0.42564783,5.5591588,9.9267406,9.1684237,21.806551,19.297104,22.138588,25.101662,36.251587,38.834953,6.4535537
1775,Male/IMD3/East of England+,2019,1.0654643,3.7307866,7.7472835,11.145787,22.329737,9.4917183,10.460251,29.355644,17.533094,18.653236,5.3879604
1776,Male/IMD3/East of England+,2020,0.42588621,7.5396304,9.4137135,8.690362,12.506253,18.934015,36.707043,24.424795,17.301039,18.450184,6.0783415
1777,Male/IMD3/East of England+,2021,1.1130255,11.509908,9.4959545,21.32469,22.882132,24.192574,25.611473,20.315912,8.6199465,18.261505,7.6937742
1778,Male/IMD3/East of England+,2022,0.4427394,9.7736425,13.127543,18.673748,14.889076,15.435672,20.487604,15.033826,16.545334,17.822136,6.1403751
1779,Male/IMD3/East of England+,2023,0.66410911,23.456741,7.5014534,18.673748,24.815126,18.008284,5.8536015,25.056377,8.2726669,35.644272,7.2614303
1780,,,,,,,,,,,,,
1781,Male/IMD3/London+,All Years,,,,,,,,,,,
1782,Male/IMD3/London+,2016,1.7047719,7.465054,20.927944,19.080328,15.37279,13.864626,19.22929,26.581606,9.3049221,20.350019,7.383121
1783,Male/IMD3/London+,2017,2.1274424,14.730523,14.23227,9.3532248,21.015762,5.0491023,15.195259,20.794344,18.122509,0,6.6229963
1784,Male/IMD3/London+,2018,1.7025913,18.530529,23.824177,20.628954,12.114751,14.472827,11.069294,20.081329,9.0628967,0,7.5927277
1785,Male/IMD3/London+,2019,1.9178357,20.519325,11.620925,20.062416,19.848654,9.4917183,20.920502,4.8926072,8.7665472,0,7.2222328
1786,Male/IMD3/London+,2020,1.4906018,15.079261,15.061942,34.761448,17.508755,21.300766,16.68502,4.8849592,8.6505194,18.450184,8.1613331
1787,Male/IMD3/London+,2021,2.4486561,9.5915899,11.395145,17.059752,25.424591,26.61183,28.812908,20.315912,0,18.261505,8.5013342
1788,Male/IMD3/London+,2022,1.7709576,5.8641853,7.5014534,20.74861,14.889076,36.016567,23.414406,20.045101,16.545334,35.644272,7.8853421
1789,Male/IMD3/London+,2023,1.1068485,7.8189139,1.8753633,22.823471,17.370588,15.435672,29.268007,10.022551,16.545334,0,6.1104383
1790,,,,,,,,,,,,,
1791,Male/IMD3/North East+,All Years,,,,,,,,,,,
1792,Male/IMD3/North East+,2016,0.87586385,0,0,8.2658291,31.193949,21.17971,42.893909,42.890842,0,0,6.592907
1793,Male/IMD3/North East+,2017,0.87928319,0,7.2212596,8.0821142,41.295013,0,28.376844,0,39.808918,0,5.4941049
1794,Male/IMD3/North East+,2018,1.7522955,14.182385,14.193457,7.9472303,8.4139671,17.982378,0,39.856518,114.19871,0,7.5323563
1795,Male/IMD3/North East+,2019,1.7421755,21.564117,14.003641,0,16.97937,34.797737,40.480366,57.647964,0,0,9.2166176
1796,Male/IMD3/North East+,2020,0.86770153,7.4404764,13.719303,0,8.4752941,8.5418978,12.9887,0,36.11412,0,3.8963819
1797,Male/IMD3/North East+,2021,0,22.963871,21.001051,7.5517292,24.822107,34.231922,12.484394,37.27866,0,82.781456,8.7616119
1798,Male/IMD3/North East+,2022,1.8963817,7.8131104,6.95749,29.520296,32.613129,9.0293455,11.16196,55.086304,33.898304,0,8.5044651
1799,Male/IMD3/North East+,2023,0,0,0,7.380074,8.1532822,36.117382,11.16196,18.362101,0,0,3.6026349
1800,,,,,,,,,,,,,
1801,Male/IMD3/North West+,All Years,,,,,,,,,,,
1802,Male/IMD3/North West+,2016,1.2328404,20.186728,22.295923,12.711326,17.785156,23.594179,42.844902,16.096579,29.044437,0,9.0867882
1803,Male/IMD3/North West+,2017,0.92809147,7.5435643,19.025358,15.622071,21.88047,32.125648,10.597711,7.7706118,13.982103,0,6.9057713
1804,Male/IMD3/North West+,2018,0.92960131,10.126839,5.3612118,21.569654,16.135799,27.103025,10.242753,0,13.791202,0,5.777792
1805,Male/IMD3/North West+,2019,0.93000472,7.6936884,13.017782,27.275208,9.8863077,13.177835,24.523027,57.795116,27.221996,0,7.6252971
1806,Male/IMD3/North West+,2020,1.2413802,13.03611,12.828407,11.786893,23.213398,29.252121,28.564627,14.193457,13.248543,29.515938,7.9414816
1807,Male/IMD3/North West+,2021,0.63927788,15.581987,12.513139,14.061138,19.873472,16.373043,23.081894,28.149191,25.641026,30.590395,7.3669391
1808,Male/IMD3/North West+,2022,0.31565258,5.2778802,24.889862,16.406443,35.900784,13.811678,12.550726,13.978194,49.862877,0,7.428781
1809,Male/IMD3/North West+,2023,0.94695777,2.6389401,9.955945,8.2032213,26.109661,20.717516,33.468601,6.9890971,62.328598,0,6.8220072
1810,,,,,,,,,,,,,
1811,Male/IMD3/South East+,All Years,,,,,,,,,,,
1812,Male/IMD3/South East+,2016,0.87053871,3.1474254,14.574338,21.515556,20.523767,15.745139,14.671362,10.096931,26.47604,35.341934,6.4955153
1813,Male/IMD3/South East+,2017,0.87094057,9.3417206,12.346333,27.402458,15.190642,23.904001,25.182573,39.422462,25.77541,17.053205,8.2125664
1814,Male/IMD3/South East+,2018,1.740941,7.7568688,10.319918,30.792601,6.7046599,18.182232,20.903738,9.5310717,33.852402,49.925114,7.4826369
1815,Male/IMD3/South East+,2019,0.69747412,9.3292284,10.032103,17.874876,31.755392,11.113828,9.934762,46.735523,16.467682,31.550718,7.2336235
1816,Male/IMD3/South East+,2020,1.0454181,7.8571877,16.219021,21.291834,15.892116,30.912584,3.1909122,32.172073,32.770767,46.743534,7.8300853
1817,Male/IMD3/South East+,2021,0.18686245,8.2486477,8.3287525,9.6833544,16.319298,16.250349,28.072365,29.275433,8.342371,16.680567,5.6705623
1818,Male/IMD3/South East+,2022,1.2988483,3.3344448,11.529846,11.251125,15.983194,29.48403,14.119508,19.23077,32.409657,16.507097,6.5002584
1819,Male/IMD3/South East+,2023,1.484398,11.670557,21.412571,13.126312,13.699882,22.113022,19.767311,14.423077,24.307243,0,7.2768402
1820,,,,,,,,,,,,,
1821,Male/IMD3/South West+,All Years,,,,,,,,,,,
1822,Male/IMD3/South West+,2016,0.98768604,3.9419742,15.405607,18.873711,17.244724,29.550827,19.262627,5.4238758,0,81.317345,7.1574903
1823,Male/IMD3/South West+,2017,0.73967779,7.8077726,10.640109,20.900583,15.811706,24.472015,7.5372152,31.818422,0,0,6.1335835
1824,Male/IMD3/South West+,2018,1.9668052,5.8772821,14.512885,13.672721,20.875374,11.714266,7.1766901,25.660765,27.392258,0,6.4481912
1825,Male/IMD3/South West+,2019,0.98347515,19.665684,6.0461931,11.124708,30.648811,13.729977,33.998573,10.028079,26.9324,0,7.4238172
1826,Male/IMD3/South West+,2020,1.2284167,5.9745483,11.733646,13.069617,23.694437,22.639801,25.803122,14.725371,43.550213,18.014772,7.3832607
1827,Male/IMD3/South West+,2021,1.8137441,6.2191634,15.68197,10.955783,29.198502,27.889465,27.840506,24.7488,25.551487,0,8.334404
1828,Male/IMD3/South West+,2022,2.0625575,8.4352598,3.8954463,12.7665,12.053711,31.791059,19.815434,14.560987,24.902466,34.764469,6.9981532
1829,Male/IMD3/South West+,2023,1.2890984,10.544074,13.634062,6.3832502,16.875196,17.118263,19.815434,9.707324,41.504108,17.382235,6.4093776
1830,,,,,,,,,,,,,
1831,Male/IMD3/West Midlands+,All Years,,,,,,,,,,,
