id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90,ageStandardisedIncidence
2837,Female/Yorkshire and The Humber/Advanced Stage+,2021,0.35771158,3.1074076,4.7416086,6.5825691,8.3525324,8.1277685,8.2072611,7.5198336,19.093807,12.391957,2.931272
2838,Female/Yorkshire and The Humber/Advanced Stage+,2022,0,0,0,0,0,0,0,0,0,0,0
2839,Female/Yorkshire and The Humber/Advanced Stage+,2023,0,0,0,0,0,0,0,0,0,0,0
2840,,,,,,,,,,,,,
2841,Male/East Midlands/Emergency route+,All Years,,,,,,,,,,,
2842,Male/East Midlands/Emergency route+,2016,0.13568705,0,0.67137975,3.0589225,0.72778088,0.93300986,0,1.9380971,0,0,0.44507501
2843,Male/East Midlands/Emergency route+,2017,0.20262548,0,0.65067738,0,0,0,0,0,3.4561415,0,0.21773769
2844,Male/East Midlands/Emergency route+,2018,0.13492765,1.1599516,0,0,0,1.6299919,1.2576244,3.6748493,6.7064581,0,0.48777515
2845,Male/East Midlands/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2846,Male/East Midlands/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2847,Male/East Midlands/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2848,Male/East Midlands/Emergency route+,2022,0.067177035,0,0,1.3287271,3.1803834,3.344202,0.98962867,1.7152953,3.0794814,0,0.59149253
2849,Male/East Midlands/Emergency route+,2023,0.13435407,0,1.1724979,1.3287271,0.79509586,0.83605051,0.98962867,0,3.0794814,0,0.40920213
2850,,,,,,,,,,,,,
2851,Male/East Midlands/Non-emergency route+,All Years,,,,,,,,,,,
2852,Male/East Midlands/Non-emergency route+,2016,1.289027,11.20858,14.098975,22.941919,20.377863,21.459227,26.726891,25.195263,21.566442,32.499187,8.4050455
2853,Male/East Midlands/Non-emergency route+,2017,1.553462,9.9037008,12.36287,17.384995,24.47868,15.30352,7.8644176,22.757875,17.280708,23.640661,6.9782014
2854,Male/East Midlands/Non-emergency route+,2018,1.0794212,9.8595877,11.366578,17.117298,25.918131,18.744905,16.349117,20.211672,16.766146,23.499922,7.1229739
2855,Male/East Midlands/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2856,Male/East Midlands/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2857,Male/East Midlands/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2858,Male/East Midlands/Non-emergency route+,2022,0.80612439,8.8335056,16.41497,18.602179,18.287205,19.229162,19.792574,18.868248,33.874294,20.316944,7.2351322
2859,Male/East Midlands/Non-emergency route+,2023,0.87330145,6.4779043,11.13873,15.944725,11.926437,15.884959,15.834059,18.868248,30.794815,33.861572,6.0226765
2860,,,,,,,,,,,,,
2861,Male/East of England/Emergency route+,All Years,,,,,,,,,,,
2862,Male/East of England/Emergency route+,2016,0.052039128,0,0.52652919,1.2249048,0,2.9279149,1.0179775,1.4009527,2.4799128,5.403945,0.45283934
2863,Male/East of England/Emergency route+,2017,0.05203753,0.90974844,1.5339619,1.8074141,0.61533916,0,0,1.3697879,0,0,0.37166598
2864,Male/East of England/Emergency route+,2018,0.10414144,0,0.4984076,0.59047216,0.63737708,1.2717146,0.98071909,1.3286211,0,0,0.30243686
2865,Male/East of England/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2866,Male/East of England/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2867,Male/East of England/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2868,Male/East of England/Emergency route+,2022,0.051650971,1.3902406,0,1.0558436,1.2710437,0,0.76300931,2.5938993,2.1606672,0,0.3898598
2869,Male/East of England/Emergency route+,2023,0.10330194,1.853654,0.46415773,0.5279218,1.2710437,0.67001224,0.76300931,2.5938993,4.3213344,0,0.51821142
2870,,,,,,,,,,,,,
2871,Male/East of England/Non-emergency route+,All Years,,,,,,,,,,,
2872,Male/East of England/Non-emergency route+,2016,1.248939,5.5181293,11.583642,15.31131,19.088717,14.639574,12.21573,19.613337,27.279039,10.80789,6.0978222
2873,Male/East of England/Non-emergency route+,2017,1.1448257,10.462107,5.624527,14.459312,16.614159,23.243767,15.140504,21.916607,11.993284,26.304714,6.3362927
2874,Male/East of England/Non-emergency route+,2018,0.88520229,9.0797243,7.4761138,7.0856657,15.29705,12.717145,15.691505,23.91518,16.621552,25.744001,5.2961392
2875,Male/East of England/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2876,Male/East of England/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2877,Male/East of England/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2878,Male/East of England/Non-emergency route+,2022,0.7231136,6.9512024,10.211471,13.725966,10.168349,15.410282,23.653288,16.860344,21.606672,13.655605,5.5730567
2879,Male/East of England/Non-emergency route+,2023,0.82641554,9.7316837,6.0340505,10.558435,17.15909,14.070257,14.497177,22.048143,15.12467,45.518684,5.6714611
2880,,,,,,,,,,,,,
2881,Male/London/Emergency route+,All Years,,,,,,,,,,,
2882,Male/London/Emergency route+,2016,0.12582798,0.74419713,0,1.7855655,0,1.8941725,2.4587243,3.3933964,0,0,0.51387531
2883,Male/London/Emergency route+,2017,0.063220933,0,1.7645866,1.7333926,2.8199198,0.8774932,2.4782841,1.6833316,6.0237336,0,0.68780738
2884,Male/London/Emergency route+,2018,0.12659922,0.35900584,1.2812682,2.2303755,0,1.6824536,4.9411387,0,2.9723866,6.1387353,0.70720226
2885,Male/London/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2886,Male/London/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2887,Male/London/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2888,Male/London/Emergency route+,2022,0.097046457,1.0805126,1.9757926,0.97746456,0.65780818,1.6481389,1.0746102,5.0623512,0,0,0.61003822
2889,Male/London/Emergency route+,2023,0.12939528,1.4406835,0.39515853,1.9549291,0,1.6481389,1.0746102,1.6874504,2.8155532,0,0.5325709
2890,,,,,,,,,,,,,
2891,Male/London/Non-emergency route+,All Years,,,,,,,,,,,
2892,Male/London/Non-emergency route+,2016,0.8807959,8.1861687,12.319654,18.450844,19.897221,22.73007,22.128517,16.966982,12.402717,19.42502,6.938602
2893,Male/London/Non-emergency route+,2017,0.94831401,7.2975388,10.146373,17.333927,16.919519,19.30485,21.065414,21.883312,18.071201,12.591287,6.4713454
2894,Male/London/Non-emergency route+,2018,0.85454476,7.5391226,12.385593,19.515785,16.99464,23.554352,24.705694,18.224291,8.91716,24.554941,6.9605861
2895,Male/London/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2896,Male/London/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2897,Male/London/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2898,Male/London/Non-emergency route+,2022,0.93811572,4.6822214,9.0886459,19.549292,23.023287,23.073944,26.865255,18.561954,22.524426,34.628036,7.3065095
2899,Male/London/Non-emergency route+,2023,0.84106928,6.4830756,5.1370606,18.571827,15.129588,19.777666,24.716034,25.311756,14.077765,5.7713394,6.1264119
2900,,,,,,,,,,,,,
2901,Male/North East/Emergency route+,All Years,,,,,,,,,,,
2902,Male/North East/Emergency route+,2016,0,1.0517017,1.1400689,0,0,0,0,3.3702943,0,0,0.23198095
2903,Male/North East/Emergency route+,2017,0.25419679,1.0593332,0,0,1.3417236,1.5753986,2.3387437,0,0,15.044381,0.62577164
2904,Male/North East/Emergency route+,2018,0.12761141,0,1.1022078,0,2.7279546,1.4859504,2.3171749,0,0,0,0.46650848
2905,Male/North East/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2906,Male/North East/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2907,Male/North East/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2908,Male/North East/Emergency route+,2022,0.25372821,0,1.0655187,1.137307,1.3135943,0,1.855322,0,0,13.090718,0.56963909
2909,Male/North East/Emergency route+,2023,0.25372821,0,0,0,1.3135943,2.9320354,5.5659661,0,5.5741358,0,0.67987436
2910,,,,,,,,,,,,,
2911,Male/North East/Non-emergency route+,All Years,,,,,,,,,,,
2912,Male/North East/Non-emergency route+,2016,2.1463645,14.723824,9.1205511,19.380095,14.115232,17.452312,28.032799,30.332647,19.523624,46.970409,8.3867311
2913,Male/North East/Non-emergency route+,2017,1.3980824,8.4746656,16.759027,23.965691,13.417235,20.480181,21.048693,19.805902,18.858437,30.088762,7.6561513
2914,Male/North East/Non-emergency route+,2018,1.2761141,6.423708,14.3287,32.061954,17.731705,28.233057,32.440449,22.528322,36.873158,14.836795,9.0323601
2915,Male/North East/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2916,Male/North East/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2917,Male/North East/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2918,Male/North East/Non-emergency route+,2022,1.0149128,12.486662,10.655188,26.158064,18.390322,19.058229,20.408543,31.655588,33.444817,13.090718,7.9599242
2919,Male/North East/Non-emergency route+,2023,1.0149128,6.8109064,9.5896683,18.196913,18.390322,21.990265,35.251118,12.662235,44.593086,13.090718,7.4483886
2920,,,,,,,,,,,,,
2921,Male/North West/Emergency route+,All Years,,,,,,,,,,,
2922,Male/North West/Emergency route+,2016,0.043936249,0.77795279,0.87675458,1.5237398,0.98695737,2.627068,0,2.6442435,0,0,0.48141339
2923,Male/North West/Emergency route+,2017,0.13187863,0.77433544,1.7000297,0.50027013,2.5989013,1.7978929,1.7616799,1.2889588,0,5.6487603,0.66718054
2924,Male/North West/Emergency route+,2018,0.043956663,0.77500153,0.41540661,0.98277682,0.53294677,1.1433145,0,1.2489072,0,0,0.28473219
2925,Male/North West/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2926,Male/North West/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2927,Male/North West/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2928,Male/North West/Emergency route+,2022,0.043306336,1.992016,1.1802659,0.44035792,1.0656379,1.7330222,0.70998019,1.1919377,6.5002599,0,0.56995946
2929,Male/North West/Emergency route+,2023,0.043306336,0,0.78684396,0.44035792,1.0656379,2.3106961,0,1.1919377,2.1667533,0,0.34042785
2930,,,,,,,,,,,,,
2931,Male/North West/Non-emergency route+,All Years,,,,,,,,,,,
2932,Male/North West/Non-emergency route+,2016,1.2741512,9.7244101,17.973469,17.269053,24.673933,27.584213,24.029903,19.831825,20.161798,5.8346462,8.2164021
2933,Male/North West/Non-emergency route+,2017,1.3627458,12.389367,19.550343,18.009726,33.785717,21.574715,14.974279,12.889587,17.177071,28.243801,8.4481411
2934,Male/North West/Non-emergency route+,2018,1.2307866,12.012524,16.616264,23.095255,20.251978,19.436346,19.790224,9.9912577,16.845955,16.50165,7.602201
2935,Male/North West/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2936,Male/North West/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2937,Male/North West/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2938,Male/North West/Non-emergency route+,2022,0.60628867,8.3664675,14.556613,16.733601,26.10813,20.796267,12.069663,27.414568,19.50078,30.084236,7.1429501
2939,Male/North West/Non-emergency route+,2023,0.99604571,7.1712575,11.80266,18.495033,20.247122,17.907896,29.819168,19.071003,23.834288,15.042118,7.1729145
2940,,,,,,,,,,,,,
2941,Male/South East/Emergency route+,All Years,,,,,,,,,,,
2942,Male/South East/Emergency route+,2016,0.035323009,0,0.7123065,0,0.80966413,0.51313895,0.7172572,0,3.4348917,3.5977695,0.25422677
2943,Male/South East/Emergency route+,2017,0.035382587,0.30365142,0,0,0,0.93338001,2.1188087,0.96635163,0,3.4533963,0.23295309
2944,Male/South East/Emergency route+,2018,0.07094156,0,1.0089154,0.40327784,0,1.3388613,1.3632801,0.94121188,1.6423059,0,0.30268967
2945,Male/South East/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2946,Male/South East/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2947,Male/South East/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2948,Male/South East/Emergency route+,2022,0,0.93969357,0.9363851,0.36082324,0.87519312,1.4042314,1.0657004,0,1.496558,0,0.33171654
2949,Male/South East/Emergency route+,2023,0.035265133,1.2529248,0.31212837,1.443293,1.3127897,1.4042314,1.5985507,1.7944301,0,0,0.46732017
2950,,,,,,,,,,,,,
2951,Male/South East/Non-emergency route+,All Years,,,,,,,,,,,
2952,Male/South East/Non-emergency route+,2016,0.95372123,7.3590059,12.465364,14.269286,17.002947,20.525557,17.931431,18.733053,15.457012,35.977695,6.5019617
2953,Male/South East/Non-emergency route+,2017,0.95532984,8.805891,13.493549,13.181309,14.198495,18.667601,22.600626,18.360682,13.369431,17.266981,6.3176732
2954,Male/South East/Non-emergency route+,2018,0.99318182,10.634839,10.761765,17.744225,11.998774,13.834901,12.95116,12.235755,26.276894,27.034334,5.9545622
2955,Male/South East/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2956,Male/South East/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2957,Male/South East/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2958,Male/South East/Non-emergency route+,2022,0.77583295,4.6984682,8.4274664,11.185521,12.6903,17.786932,22.379709,17.944302,13.469021,21.237864,5.3665905
2959,Male/South East/Non-emergency route+,2023,0.7405678,7.5175486,11.54875,11.185521,17.066265,17.786932,19.715458,17.047087,19.455254,18.203884,5.916429
2960,,,,,,,,,,,,,
2961,Male/South West/Emergency route+,All Years,,,,,,,,,,,
2962,Male/South West/Emergency route+,2016,0,0,0,0.63319594,0,2.1514475,1.0120637,0,0,0,0.18604669
2963,Male/South West/Emergency route+,2017,0,0,0,0.62287444,1.8286996,1.307463,0.98971683,0,2.3868058,0,0.27871487
2964,Male/South West/Emergency route+,2018,0.061050061,0.50462234,1.071731,0.61183411,0.6288873,0.62651145,1.893061,4.0238748,0,0,0.42117035
2965,Male/South West/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2966,Male/South West/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2967,Male/South West/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2968,Male/South West/Emergency route+,2022,0.060625646,0,0.49703765,0.54506308,0.63056868,1.2929837,0.73605722,1.2533684,0,0,0.26209983
2969,Male/South West/Emergency route+,2023,0.060625646,0,0,0.54506308,1.2611374,2.5859673,0.73605722,0,0,4.3630018,0.34141865
2970,,,,,,,,,,,,,
2971,Male/South West/Non-emergency route+,All Years,,,,,,,,,,,
2972,Male/South West/Non-emergency route+,2016,0.85535777,8.1634731,10.822141,17.729486,15.593236,20.080177,23.277468,15.559359,12.249198,31.070374,6.536581
2973,Male/South West/Non-emergency route+,2017,1.0977356,5.5581379,11.022503,14.326112,14.02003,17.650751,17.814903,12.38731,16.70764,10.134792,5.6625981
2974,Male/South West/Non-emergency route+,2018,1.7094017,3.5323565,13.932503,14.684018,15.722182,15.662786,13.251427,17.436792,21.01429,4.9711671,6.0554161
2975,Male/South West/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2976,Male/South West/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2977,Male/South West/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2978,Male/South West/Non-emergency route+,2022,0.90938467,5.7547331,12.922979,13.626577,16.394787,17.455278,16.929316,8.7735786,14.886649,8.7260036,5.596693
2979,Male/South West/Non-emergency route+,2023,1.3337642,4.1852608,7.455565,8.7210093,15.764217,18.748262,14.721145,13.787053,23.393305,8.7260036,5.2905636
2980,,,,,,,,,,,,,
2981,Male/West Midlands/Emergency route+,All Years,,,,,,,,,,,
2982,Male/West Midlands/Emergency route+,2016,0.10762021,0.99944532,0,0.65206903,0,0,1.0941997,0,2.914942,0,0.26222575
2983,Male/West Midlands/Emergency route+,2017,0.10747736,0.49496129,0.55262357,0,1.3430932,0.74286479,0,3.1014004,0,6.5095692,0.38977307
2984,Male/West Midlands/Emergency route+,2018,0.10758779,0.98201925,0,0.63382602,1.3689066,1.4431056,1.043275,0,0,0,0.3615756
2985,Male/West Midlands/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2986,Male/West Midlands/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2987,Male/West Midlands/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2988,Male/West Midlands/Emergency route+,2022,0.053612635,0.49349573,0,1.7180359,0.68622875,0,0.87288219,0,2.5139525,0,0.2806977
2989,Male/West Midlands/Emergency route+,2023,0.21445054,0.49349573,1.0114547,0,1.3724575,2.9615371,3.4915287,4.2523637,0,0,0.70063633
2990,,,,,,,,,,,,,
2991,Male/West Midlands/Non-emergency route+,All Years,,,,,,,,,,,
2992,Male/West Midlands/Non-emergency route+,2016,0.96858191,11.493621,13.14436,20.866209,20.008907,22.240932,14.224595,20.690094,11.659768,13.607293,7.1114864
2993,Male/West Midlands/Non-emergency route+,2017,1.0747737,8.9093037,16.026083,18.687735,14.102478,14.857296,12.921148,24.811203,16.912365,6.5095692,6.4166307
2994,Male/West Midlands/Non-emergency route+,2018,0.96829009,6.8741345,12.400459,17.113302,17.795786,22.368135,19.822226,21.041557,13.835852,12.655825,6.6548734
2995,Male/West Midlands/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
2996,Male/West Midlands/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
2997,Male/West Midlands/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
2998,Male/West Midlands/Non-emergency route+,2022,1.01864,6.4154444,15.171821,18.325716,20.586863,16.288454,13.966115,28.349091,15.083714,5.5747576,6.6522379
2999,Male/West Midlands/Non-emergency route+,2023,0.9114148,7.4024358,14.160366,13.171609,15.783261,25.173065,15.711879,21.261818,17.597668,16.724272,6.5028148
3000,,,,,,,,,,,,,
3001,Male/Yorkshire and The Humber/Emergency route+,All Years,,,,,,,,,,,
3002,Male/Yorkshire and The Humber/Emergency route+,2016,0.11682352,1.0592378,0.59340489,0.68203521,1.3311857,0,0,1.7451702,0,0,0.3417469
3003,Male/Yorkshire and The Humber/Emergency route+,2017,0,0.52628529,0.57912934,0.67046148,2.1022241,0,1.2004802,0,6.4553614,0,0.37518302
3004,Male/Yorkshire and The Humber/Emergency route+,2018,0.11782011,0,2.2680366,1.3165257,4.3029876,0.76557368,4.6986961,0,0,0,0.76117504
3005,Male/Yorkshire and The Humber/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3006,Male/Yorkshire and The Humber/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3007,Male/Yorkshire and The Humber/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3008,Male/Yorkshire and The Humber/Emergency route+,2022,0.0590537,0.53852618,1.6119412,0.5995096,1.424045,1.5469939,0,1.6024613,2.7907236,0,0.45206091
3009,Male/Yorkshire and The Humber/Emergency route+,2023,0.1181074,0.53852618,2.149255,1.1990192,2.1360674,0,0,1.6024613,0,6.4524455,0.54345477
3010,,,,,,,,,,,,,
3011,Male/Yorkshire and The Humber/Non-emergency route+,All Years,,,,,,,,,,,
3012,Male/Yorkshire and The Humber/Non-emergency route+,2016,0.99299991,8.4739027,16.021933,19.096985,16.639822,24.75182,27.713848,29.667894,23.20878,45.35833,8.1908951
3013,Male/Yorkshire and The Humber/Non-emergency route+,2017,1.758919,14.209703,15.636492,14.750153,15.41631,28.833216,13.205282,20.334158,19.366083,7.3319159,7.6589346
3014,Male/Yorkshire and The Humber/Non-emergency route+,2018,1.0603811,11.572309,13.608219,16.456572,24.383596,19.139341,15.270762,13.121637,21.980093,21.629416,7.1117544
3015,Male/Yorkshire and The Humber/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3016,Male/Yorkshire and The Humber/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3017,Male/Yorkshire and The Humber/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3018,Male/Yorkshire and The Humber/Non-emergency route+,2022,0.94485921,10.231997,15.582099,19.184307,22.784719,13.149447,17.892626,22.43446,19.535065,19.357336,7.1302967
3019,Male/Yorkshire and The Humber/Non-emergency route+,2023,0.88580549,8.0778923,11.283588,11.390682,24.208765,20.11092,9.4171715,25.639381,19.535065,19.357336,6.3639669
3020,,,,,,,,,,,,,
3021,Female/East Midlands/Emergency route+,All Years,,,,,,,,,,,
3022,Female/East Midlands/Emergency route+,2016,0.068551324,0,0,1.4908351,0.69952083,0.87876552,0,0,0,0,0.21367833
3023,Female/East Midlands/Emergency route+,2017,0.13632122,0,0.64042628,0,0.72955424,0.80501688,1.1553481,1.5023361,2.2512381,0,0.32270089
3024,Female/East Midlands/Emergency route+,2018,0,0,0.62189442,0.72574735,0.7509706,0.76532757,0,1.4641074,0,6.9252076,0.26939249
3025,Female/East Midlands/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3026,Female/East Midlands/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3027,Female/East Midlands/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3028,Female/East Midlands/Emergency route+,2022,0,0,0,0,0.76073974,0.77270794,0,1.4007564,4.307003,3.3960471,0.2140605
3029,Female/East Midlands/Emergency route+,2023,0,0,0,0,0,0,0,1.4007564,2.1535015,0,0.067321435
3030,,,,,,,,,,,,,
3031,Female/East Midlands/Non-emergency route+,All Years,,,,,,,,,,,
3032,Female/East Midlands/Non-emergency route+,2016,0.75406456,3.4749572,5.3095112,10.435845,16.08898,15.81778,16.378099,12.199027,15.825646,13.804528,4.6858077
3033,Female/East Midlands/Non-emergency route+,2017,1.2950516,5.1557021,9.6063938,13.292569,13.86153,16.100338,11.553481,13.521026,4.5024762,6.8780522,5.0767341
3034,Female/East Midlands/Non-emergency route+,2018,0.61133993,5.6949553,6.8408384,12.337705,12.01553,13.01057,15.64578,17.569288,18.045248,6.9252076,4.6728578
3035,Female/East Midlands/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3036,Female/East Midlands/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3037,Female/East Midlands/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3038,Female/East Midlands/Non-emergency route+,2022,1.1489242,4.5922117,9.1683712,11.641068,11.411097,10.045203,7.128346,16.809076,21.535015,20.376282,4.6787262
3039,Female/East Midlands/Non-emergency route+,2023,0.40550268,6.8883176,9.1683712,4.5270815,7.6073976,10.817911,14.256692,15.40832,10.767508,13.584188,3.8092406
3040,,,,,,,,,,,,,
3041,Female/East of England/Emergency route+,All Years,,,,,,,,,,,
3042,Female/East of England/Emergency route+,2016,0.10503369,0.44832596,0,0,0.53968871,0,0,1.1033022,0,2.4122543,0.17684135
3043,Female/East of England/Emergency route+,2017,0.10477815,0,0,0,0,0,0,0,1.5879318,0,0.087733649
3044,Female/East of England/Emergency route+,2018,0,0,0.49072769,0.56744671,0.59384888,0.58443987,0.85131741,0,0,0,0.16188048
3045,Female/East of England/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3046,Female/East of England/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3047,Female/East of England/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3048,Female/East of England/Emergency route+,2022,0.051721953,0,0,1.0279658,0.5946576,0.60588801,0.66851622,1.042829,0,2.2960532,0.23200081
3049,Female/East of England/Emergency route+,2023,0.051721953,0,0,0,0,0,0,0,0,0,0.031550393
3050,,,,,,,,,,,,,
3051,Female/East of England/Non-emergency route+,All Years,,,,,,,,,,,
3052,Female/East of England/Non-emergency route+,2016,0.78775263,3.5866077,8.8451376,7.0000234,13.492218,10.843267,14.20278,17.652836,25.632811,28.94705,4.6941571
3053,Female/East of England/Non-emergency route+,2017,1.2049487,3.5432408,6.0542459,5.7670126,10.345839,14.058594,21.082962,21.836922,22.231045,35.949669,5.0767469
3054,Female/East of England/Non-emergency route+,2018,0.8370626,3.9579403,3.9258215,5.6744671,7.1261868,11.104358,22.134253,12.880374,19.036137,23.976791,4.063158
3055,Female/East of England/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3056,Female/East of England/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3057,Female/East of England/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3058,Female/East of England/Non-emergency route+,2022,0.41377562,4.0455985,5.3708096,6.681778,8.9198637,16.358976,16.712906,21.899408,13.727255,27.552637,4.2915821
3059,Female/East of England/Non-emergency route+,2023,0.41377562,3.5960875,4.9232421,6.1677947,8.9198637,10.300097,12.701808,20.856579,12.202004,20.664478,3.6189666
3060,,,,,,,,,,,,,
3061,Female/London/Emergency route+,All Years,,,,,,,,,,,
3062,Female/London/Emergency route+,2016,0.061848849,0.35535213,0.44185811,0,0,0.80639958,1.9950323,1.2803606,3.8510418,2.9007368,0.33022651
3063,Female/London/Emergency route+,2017,0,0,0.42595425,0,0.63535631,0.75592077,0,6.3412347,3.8100319,0,0.316109
3064,Female/London/Emergency route+,2018,0.092457473,0,0.40893942,1.5905416,0.63948023,0.72855496,2.9631093,1.2473494,1.895483,0,0.42815211
3065,Female/London/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3066,Female/London/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3067,Female/London/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3068,Female/London/Emergency route+,2022,0.031294681,0.34317914,0.37223846,0.46193004,0.60215211,0,1.7372572,0,1.8681462,11.288593,0.33854038
3069,Female/London/Emergency route+,2023,0.031294681,0.34317914,0.74447691,0.46193004,1.2043042,0.70737869,0.86862862,0,1.8681462,0,0.2835921
3070,,,,,,,,,,,,,
3071,Female/London/Non-emergency route+,All Years,,,,,,,,,,,
3072,Female/London/Non-emergency route+,2016,0.64941287,3.1981692,7.0697298,12.327002,12.436419,8.8703957,15.960258,10.242885,11.553125,17.404421,4.1885123
3073,Female/London/Non-emergency route+,2017,0.43289843,3.8381956,4.2595425,4.9210715,10.801057,15.874335,11.956717,11.414222,20.955175,20.436167,3.7749646
3074,Female/London/Non-emergency route+,2018,0.33901075,2.0650988,7.3609095,6.8923469,10.231684,11.656879,13.827844,14.968193,11.372898,23.425375,3.7211058
3075,Female/London/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0
3076,Female/London/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0
3077,Female/London/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0
3078,Female/London/Non-emergency route+,2022,0.40683088,2.7454331,6.328054,5.0812302,10.838737,15.56233,18.241201,12.435955,16.813316,16.93289,3.992867
3079,Female/London/Non-emergency route+,2023,0.3755362,3.7749705,2.6056693,7.8528104,6.623673,9.9033012,7.8176575,19.897528,22.417755,8.466445,3.2244046
3080,,,,,,,,,,,,,
3081,Female/North East/Emergency route+,All Years,,,,,,,,,,,
3082,Female/North East/Emergency route+,2016,0.1265749,0,1.094056,0,0,3.22139,3.8675742,0,7.9126444,0,0.58278644
