quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
0,1,1,1,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.95999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.5,.88999999,.87,.91000003,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.75,.83999997,.81999999,.86000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1,.80000001,.77999997,.81999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.25,.76999998,.75,.79000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.5,.75,.73000002,.76999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.75,.74000001,.70999998,.75999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2,.70999998,.69,.74000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.25,.69999999,.68000001,.73000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.5,.69,.66000003,.70999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.75,.68000001,.64999998,.69999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3,.67000002,.63999999,.69,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.25,.64999998,.63,.68000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.5,.64999998,.62,.67000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.75,.63999999,.61000001,.66000003,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4,.63,.60000002,.66000003,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.25,.63,.60000002,.64999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.5,.62,.58999997,.64999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.75,.61000001,.57999998,.63999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
5,.60000002,.56999999,.63,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.25,.93000001,.91000003,.94999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.5,.88999999,.86000001,.91000003,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.75,.86000001,.82999998,.88,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1,.81999999,.79000002,.83999997,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.25,.79000002,.75999999,.81,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.5,.76999998,.74000001,.79000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.75,.74000001,.70999998,.76999998,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2,.73000002,.69999999,.75999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69,.75,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.67000002,.73000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.75,.69,.66000003,.73000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3,.69,.66000003,.72000003,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.25,.68000001,.64999998,.70999998,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.5,.67000002,.63999999,.69999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.75,.66000003,.63,.69999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4,.66000003,.62,.69,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.25,.64999998,.62,.69,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.5,.63999999,.60000002,.68000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.75,.63,.58999997,.67000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
5,.63,.58999997,.67000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.5,.89999998,.88,.91000003,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
.75,.86000001,.83999997,.87,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1,.81999999,.80000001,.83999997,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.25,.79000002,.77999997,.81,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.5,.76999998,.75,.79000002,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.75,.73000002,.76999998,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.73000002,.70999998,.75,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.73000002,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.68000001,.72000003,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.69,.67000002,.70999998,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.68000001,.64999998,.69999999,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.66000003,.63999999,.68000001,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.64999998,.63,.67000002,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.63999999,.62,.67000002,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.63999999,.61000001,.66000003,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.63,.61000001,.64999998,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.62,.60000002,.64999998,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.61000001,.58999997,.63,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.60000002,.57999998,.63,Male,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.91000003,.89999998,.92000002,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.88,.86000001,.88999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.85000002,.82999998,.86000001,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.82999998,.81,.83999997,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.81,.79000002,.81999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.79000002,.76999998,.81,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.77999997,.75999999,.79000002,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.75999999,.74000001,.77999997,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.75,.73000002,.75999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.74000001,.72000003,.75999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.73000002,.70999998,.75,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.72000003,.69999999,.74000001,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.70999998,.69999999,.73000002,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.69999999,.68000001,.72000003,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.69999999,.68000001,.72000003,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.69,.67000002,.70999998,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.68000001,.66000003,.69999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.67000002,.64999998,.69999999,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.66000003,.63999999,.69,Male,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.92000002,.89999998,.93000001,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.88999999,.87,.89999998,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.86000001,.85000002,.88,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.83999997,.81999999,.86000001,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.81999999,.80000001,.83999997,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.80000001,.77999997,.81999999,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.79000002,.76999998,.81,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.76999998,.75,.79000002,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.75999999,.74000001,.77999997,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.74000001,.72000003,.75999999,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.73000002,.69999999,.75,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.70999998,.69,.74000001,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.69999999,.68000001,.73000002,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.69999999,.67000002,.72000003,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.68000001,.66000003,.70999998,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.68000001,.64999998,.70999998,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.67000002,.63999999,.69999999,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.66000003,.63,.69,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.66000003,.63,.69,Male,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94999999,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.88,.87,.89999998,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.86000001,.83999997,.88,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.82999998,.81,.85000002,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.80000001,.77999997,.81999999,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.77999997,.75999999,.80000001,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.75999999,.74000001,.77999997,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.74000001,.72000003,.76999998,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.75,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.70999998,.68000001,.73000002,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.69,.67000002,.72000003,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.68000001,.64999998,.69999999,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.67000002,.63999999,.69,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.66000003,.63,.69,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.64999998,.63,.68000001,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.63999999,.61000001,.67000002,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.62,.58999997,.64999998,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.62,.58999997,.64999998,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.62,.57999998,.64999998,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.61000001,.57999998,.63999999,Male,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.89999998,.88,.91000003,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.85000002,.82999998,.87,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.81999999,.80000001,.83999997,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.79000002,.76999998,.81,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.75999999,.74000001,.79000002,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.75,.73000002,.76999998,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.73000002,.70999998,.75999999,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.74000001,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.70999998,.68000001,.73000002,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.69,.67000002,.72000003,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.68000001,.66000003,.70999998,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.68000001,.64999998,.69999999,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.67000002,.63999999,.69,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.66000003,.63,.69,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.63999999,.61000001,.67000002,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.63,.60000002,.66000003,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.62,.60000002,.64999998,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.62,.58999997,.64999998,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.61000001,.57999998,.63999999,Male,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.75,.70999998,.79000002,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.63999999,.60000002,.69,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.56,.51999998,.61000001,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.51999998,.47,.56,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.49000001,.44,.52999997,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.46000001,.41,.50999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.44,.38999999,.49000001,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.41999999,.38,.47,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.40000001,.36000001,.44999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.38999999,.34,.43000001,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.38,.33000001,.43000001,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.37,.31999999,.41999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.36000001,.31999999,.41,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.34999999,.31,.40000001,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.34999999,.30000001,.38999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.34,.30000001,.38999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.34,.30000001,.38999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.34,.30000001,.38999999,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.34,.28999999,.38,Male,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
