quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
4.25,.36000001,.25999999,.47,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,75-79,All Years
4.5,.36000001,.25999999,.47,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,75-79,All Years
0,.98000002,.94999999,1.02,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
.25,.81999999,.72000003,.91000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
.5,.69999999,.58999997,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
.75,.60000002,.47999999,.72000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
1,.55000001,.43000001,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
1.25,.50999999,.38999999,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
1.5,.46000001,.33000001,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
1.75,.46000001,.33000001,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
2.25,.44,.31,.56,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
2.5,.41,.28,.54000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
2.75,.38999999,.25999999,.51999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
3,.36000001,.23,.49000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
3.5,.36000001,.23,.49000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
4,.30000001,.17,.43000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
4.25,.25999999,.13,.38999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
4.5,.25999999,.13,.38999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,80-84,All Years
0,.95999998,.88,1.04,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
.25,.67000002,.47999999,.85000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
.5,.5,.31,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
.75,.38,.19,.56,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
1,.33000001,.15000001,.50999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
1.25,.28999999,.11,.46000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
1.5,.23999999,.07,.40000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
2,.19,.039999999,.34,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
3.25,.19,.039999999,.34,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
3.5,.13,0,.25999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
4.75,.13,0,.25999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,85-89,All Years
0,.93000001,.80000001,1.0599999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,90+,All Years
.25,.43000001,.19,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,90+,All Years
.5,.07,-.029999999,.18000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,90+,All Years
1,0,0,0,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,90+,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
.5,.87,.82999998,.92000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
.75,.81,.75999999,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
1,.80000001,.75,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
1.25,.80000001,.75,.85000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
1.5,.77999997,.73000002,.83999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
1.75,.76999998,.70999998,.81999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
2,.75,.69,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
2.25,.73000002,.67000002,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
2.5,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
2.75,.69,.63,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
3,.67000002,.61000001,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
3.25,.66000003,.60000002,.72000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
3.5,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
3.75,.63999999,.57999998,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
4,.63,.56999999,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
4.25,.63,.56,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
4.5,.62,.56,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2016
0,.99000001,.98000002,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
.25,.91000003,.88,.94999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
.5,.86000001,.81999999,.91000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
.75,.83999997,.79000002,.88999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
1,.81,.75999999,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
1.25,.79000002,.73000002,.83999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
1.5,.75999999,.70999998,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
1.75,.74000001,.69,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
2,.74000001,.68000001,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
2.5,.73000002,.67000002,.77999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
2.75,.72000003,.66000003,.77999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
3,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
3.5,.69,.63,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
3.75,.68000001,.62,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
4,.67000002,.61000001,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
4.25,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
4.5,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
4.75,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
5,.63999999,.57999998,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2017
0,1,.99000001,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
.25,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
.5,.88,.85000002,.92000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
.75,.86000001,.81999999,.89999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
1,.81,.76999998,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
1.25,.80000001,.75,.83999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
1.5,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
1.75,.75,.69999999,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
2,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
2.25,.70999998,.66000003,.75999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
2.5,.69,.63999999,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
2.75,.67000002,.62,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
3,.66000003,.61000001,.70999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
3.25,.64999998,.60000002,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
3.5,.63999999,.58999997,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
3.75,.63,.57999998,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
4,.61000001,.56,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
4.25,.60000002,.54000002,.64999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
4.5,.58999997,.54000002,.64999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
4.75,.56,.5,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
5,.56,.5,.63,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2018
0,1,.99000001,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
.5,.88,.83999997,.91000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
.75,.85000002,.81,.88999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
1,.81,.76999998,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
1.25,.76999998,.72000003,.81999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
1.5,.75999999,.70999998,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
1.75,.74000001,.69,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
2,.73000002,.68000001,.76999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
2.25,.69999999,.64999998,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
2.5,.69,.63999999,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
3,.67000002,.62,.72000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
3.25,.64999998,.58999997,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
3.5,.63999999,.57999998,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
3.75,.62,.56999999,.68000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
4,.62,.56999999,.68000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2019
0,.99000001,.98000002,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
.25,.94,.92000002,.97000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
.5,.88,.85000002,.92000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
.75,.83999997,.80000001,.88,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
1,.81,.75999999,.85000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
1.25,.76999998,.73000002,.81999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
1.5,.75999999,.70999998,.80000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
1.75,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
2,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
2.25,.70999998,.66000003,.75999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
2.5,.69999999,.64999998,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
2.75,.68000001,.62,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
3,.68000001,.62,.73000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2020
0,1,.99000001,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
.25,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
.5,.87,.83999997,.89999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
.75,.85000002,.81,.88,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
1,.81999999,.77999997,.86000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
1.25,.79000002,.75,.82999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
1.5,.76999998,.72000003,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
1.75,.74000001,.69,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
2,.74000001,.69,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
3,.74000001,.69,.79000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,2021
0,.98000002,.94999999,1.02,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
.25,.80000001,.69999999,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
.5,.75,.63999999,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
.75,.66000003,.54000002,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
1,.57999998,.44999999,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
1.25,.54000002,.41999999,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
1.5,.49000001,.37,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
1.75,.44,.31999999,.56999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
2,.41,.28,.52999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
3,.37,.25,.49000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
3.25,.36000001,.23999999,.47999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
3.75,.34,.22,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
4,.31999999,.2,.44,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
4.25,.31999999,.2,.44,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
4.5,.31999999,.2,.44,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
5,.31999999,.2,.44,All Persons,All IMD Quintiles,Yorkshire and The Humber,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.93000001,.95999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
.5,.89999998,.88,.92000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
.75,.86000001,.82999998,.88,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
1,.81999999,.79000002,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
1.25,.79000002,.75999999,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
1.5,.76999998,.74000001,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
1.75,.75,.72000003,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
2,.73000002,.70999998,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
2.25,.72000003,.69,.75,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
2.5,.69999999,.67000002,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
2.75,.69,.66000003,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
3,.68000001,.64999998,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
3.25,.68000001,.63999999,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
3.5,.67000002,.63999999,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
3.75,.66000003,.63,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
4,.64999998,.61000001,.68000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
4.25,.63999999,.61000001,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
4.5,.63,.60000002,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
4.75,.63,.60000002,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
5,.61000001,.57999998,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
.25,.99000001,.98000002,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
.5,.97000003,.95999998,.99000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
.75,.95999998,.94,.97000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
1,.94,.92000002,.95999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
1.25,.92000002,.89999998,.94,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
1.5,.91000003,.88999999,.93000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
1.75,.89999998,.87,.92000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
2,.88,.86000001,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
2.25,.87,.83999997,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
2.5,.86000001,.82999998,.88999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
2.75,.83999997,.81,.87,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
3,.82999998,.79000002,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
3.25,.81999999,.77999997,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
3.5,.80000001,.76999998,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
3.75,.80000001,.75999999,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
4,.75999999,.70999998,.81,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
4.25,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
4.5,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
4.75,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
5,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
.25,.92000002,.89999998,.93000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
.5,.86000001,.83999997,.88,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
.75,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
1,.75999999,.74000001,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
1.25,.73000002,.69999999,.75,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
1.5,.69999999,.67000002,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
1.75,.68000001,.66000003,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
2,.66000003,.63,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
2.25,.64999998,.62,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
2.5,.63,.60000002,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
2.75,.62,.58999997,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
3,.61000001,.57999998,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
3.25,.60000002,.57999998,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
3.5,.60000002,.56999999,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
3.75,.58999997,.56,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
4,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
4.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
4.5,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
4.75,.56,.52999997,.58999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
5,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,Advanced,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
.25,.97000003,.94999999,.99000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
.5,.94,.91000003,.97000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
.75,.92000002,.88999999,.95999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
1,.89999998,.86000001,.94,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
1.25,.87,.81999999,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
1.5,.86000001,.81,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
1.75,.85000002,.81,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
2,.82999998,.77999997,.88,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
2.25,.81999999,.75999999,.87,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
2.5,.81999999,.75999999,.87,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
2.75,.79000002,.74000001,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
3,.79000002,.74000001,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
3.25,.79000002,.73000002,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
3.5,.79000002,.73000002,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
3.75,.79000002,.73000002,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
4,.75,.69,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
4.25,.75,.69,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
4.5,.75,.69,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
4.75,.75,.69,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
5,.75,.69,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,0-49,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
.25,.97000003,.94999999,.99000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
.5,.94999999,.92000002,.97000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
.75,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
1,.87,.83999997,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
1.25,.86000001,.81999999,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
1.5,.85000002,.81,.88999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
