diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
allyears,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,110,0.7,0.6,0.8
2016,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,60,1.3,1.0,1.6
2017,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,45,1.0,0.7,1.3
2018,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,55,1.2,0.9,1.5
2019,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,10,0.3,0.1,0.4
2020,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.5,0.3,0.7
2021,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.5,0.3,0.7
2022,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,210,0.4,0.3,0.4
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,60,1.1,0.8,1.3
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,45,0.8,0.6,1.1
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,40,0.7,0.5,1.0
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,50,0.9,0.6,1.1
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,50,0.9,0.7,1.2
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,55,0.9,0.7,1.2
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,45,0.8,0.5,1.0
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,40,0.7,0.5,0.9
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,385,1.0,0.9,1.1
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,0,0.0,0.0,0.1
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,55,0.9,0.7,1.2
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,40,0.7,0.5,0.9
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,30,0.6,0.4,0.8
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,35,0.7,0.4,0.9
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,35,0.6,0.4,0.8
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,195,0.5,0.4,0.6
2016,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2018,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,30,0.5,0.3,0.7
2020,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,25,0.5,0.3,0.7
2021,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,35,0.6,0.4,0.8
2022,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,90,0.4,0.4,0.5
2016,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,50,0.9,0.6,1.1
2017,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,40,0.7,0.5,0.9
2018,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,30,0.6,0.4,0.8
2019,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,10,0.2,0.1,0.3
2020,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,20,0.3,0.2,0.5
2021,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,15,0.3,0.2,0.4
2022,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,165,0.3,0.2,0.3
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,35,1.1,0.8,1.5
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,0.9,0.6,1.3
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,35,1.0,0.7,1.4
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,1.0,0.6,1.3
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,35,1.1,0.8,1.5
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,40,1.2,0.8,1.5
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,0.9,0.6,1.3
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,25,0.7,0.4,1.0
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,260,1.2,1.0,1.3
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,0,0.0,0.0,0.0
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,35,1.1,0.7,1.4
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,30,0.9,0.6,1.2
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,35,1.0,0.7,1.4
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,30,0.9,0.5,1.2
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,20,0.6,0.4,0.9
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,150,0.6,0.5,0.7
2016,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.2,0.1,0.4
2017,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2018,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,15,0.5,0.3,0.8
2020,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,20,0.7,0.4,1.0
2021,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,20,0.7,0.4,1.0
2022,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,55,0.5,0.4,0.6
2016,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,30,0.9,0.6,1.2
2017,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,25,0.8,0.5,1.1
2018,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,25,0.8,0.5,1.1
2019,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,10,0.3,0.1,0.5
2020,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,10,0.3,0.1,0.5
2021,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,10,0.4,0.2,0.6
2022,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,110,0.3,0.2,0.4
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,25,0.7,0.5,1.0
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.0,0.7,1.3
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,0.9,0.6,1.2
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,45,1.2,0.8,1.5
2020,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,40,1.0,0.7,1.4
2021,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,0.9,0.6,1.2
2022,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,30,0.8,0.5,1.1
2023,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,45,1.2,0.8,1.5
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,290,1.1,1.0,1.2
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1
2023,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,0,0.0,0.0,0.1
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,25,0.7,0.4,0.9
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,35,0.9,0.6,1.2
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,0.9,0.6,1.2
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,0.8,0.5,1.1
2023,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,40,1.0,0.7,1.4
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,160,0.6,0.5,0.7
2016,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.1
2018,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.3
2019,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,20,0.5,0.3,0.8
2020,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,25,0.7,0.4,0.9
2021,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,20,0.6,0.3,0.8
2022,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,Early,All Routes,65,0.5,0.4,0.6
2016,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,25,0.7,0.4,0.9
2017,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,35,0.9,0.6,1.2
2018,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,25,0.7,0.5,1.0
2019,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,15,0.4,0.2,0.6
2020,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,15,0.4,0.2,0.5
2021,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.1,0.4
2022,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,Advanced,All Routes,115,0.3,0.2,0.4
2016,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.1,0.8,1.5
2017,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,1.3,0.9,1.7
2018,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,35,1.1,0.7,1.4
2019,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.2,0.8,1.6
2020,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,35,1.0,0.7,1.4
2021,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.1,0.8,1.5
2022,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,25,0.7,0.4,1.0
2023,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,30,0.8,0.5,1.1
allyears,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,290,1.2,1.1,1.3
2016,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2018,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
2023,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
allyears,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,0,0.0,0.0,0.1
2016,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,35,1.0,0.7,1.4
2017,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,45,1.3,0.9,1.7
2018,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,35,1.0,0.7,1.4
2019,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,20,0.6,0.4,0.9
2023,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,25,0.8,0.5,1.1
allyears,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,160,0.7,0.6,0.8
2016,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.2,0.0,0.3
2018,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.1
2019,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,20,0.7,0.4,0.9
2020,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,20,0.6,0.4,0.9
2021,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,25,0.8,0.5,1.1
2022,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,65,0.6,0.5,0.7
2016,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,35,1.1,0.7,1.4
2017,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,35,1.1,0.7,1.4
2018,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,35,1.0,0.7,1.4
2019,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,15,0.4,0.2,0.6
2020,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,15,0.4,0.2,0.6
2021,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,0.3,0.1,0.5
2022,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,All Persons,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,145,0.3,0.3,0.4
2016,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,90,1.2,0.9,1.4
2017,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,80,1.0,0.8,1.2
2018,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,90,1.1,0.9,1.4
2019,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,90,1.1,0.9,1.4
2020,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,85,1.1,0.9,1.3
2021,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,85,1.3,1.0,1.6
2022,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,80,1.0,0.8,1.3
2023,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,80,1.0,0.8,1.2
allyears,0-49,All Persons,IMD Q1,All Regions,All Stages,All Routes,680,1.3,1.2,1.4
2016,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
2018,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
2019,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2
2023,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1
allyears,0-49,All Persons,IMD Q1,All Regions,All Stages,Emergency,0,0.1,0.0,0.1
2016,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,85,1.1,0.9,1.3
2017,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,75,0.9,0.7,1.2
2018,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,80,1.0,0.8,1.3
2019,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,75,0.9,0.7,1.2
2023,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,75,0.9,0.7,1.1
allyears,0-49,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,390,0.7,0.6,0.8
2016,0-49,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2017,0-49,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
2018,0-49,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.1,0.0,0.2
