diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2018,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,30,44.9,44.9,44.9
2019,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,35,51.6,51.6,51.6
2020,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,50,74.1,74.1,74.1
2021,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,40,66.2,66.2,66.2
2022,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,30,46.4,46.4,46.4
2023,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,35,56.3,56.3,56.3
allyears,70-74,All Persons,IMD Q2,South West,All Stages,All Routes,280,64.3,56.7,71.9
2016,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,25,56.6,56.6,56.6
2017,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,10,24.6,24.6,24.6
2018,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,30,61.9,61.9,61.9
2019,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,25,47.5,47.5,47.5
2020,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,25,51.0,51.0,51.0
2021,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,40,72.4,72.4,72.4
2022,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,25,46.6,46.6,46.6
2023,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,35,66.8,66.8,66.8
allyears,70-74,All Persons,IMD Q2,West Midlands,All Stages,All Routes,215,61.2,53.1,69.4
2016,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,25,67.4,67.4,67.4
2017,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,25,61.4,61.4,61.4
2018,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,30,67.6,67.6,67.6
2019,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,35,79.2,79.2,79.2
2020,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,30,69.2,69.2,69.2
2021,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,35,64.5,64.5,64.5
2022,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,25,54.2,54.2,54.2
2023,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,25,51.9,51.9,51.9
allyears,70-74,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,230,73.5,64.0,82.9
2016,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,255,50.4,50.4,50.4
2017,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,290,52.2,52.2,52.2
2018,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,275,47.3,47.3,47.3
2019,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,330,55.4,55.4,55.4
2020,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,310,51.6,51.6,51.6
2021,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,320,58.5,58.5,58.5
2022,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,280,50.3,50.3,50.3
2023,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,255,45.8,45.8,45.8
allyears,70-74,All Persons,IMD Q3,All Regions,All Stages,All Routes,2315,58.7,56.3,61.1
2016,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,20,3.9,3.9,3.9
2017,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,15,2.5,2.5,2.5
2018,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,25,4.7,4.7,4.7
2019,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,20,3.6,3.6,3.6
2023,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,20,3.6,3.6,3.6
allyears,70-74,All Persons,IMD Q3,All Regions,All Stages,Emergency,100,2.6,2.1,3.1
2016,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,235,46.0,46.0,46.0
2017,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,270,48.8,48.8,48.8
2018,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,235,40.5,40.5,40.5
2019,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,260,46.4,46.4,46.4
2023,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,230,40.8,40.8,40.8
allyears,70-74,All Persons,IMD Q3,All Regions,All Stages,Non-emergency,1230,31.1,29.4,32.9
2016,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,100,19.5,19.5,19.5
2017,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,110,19.5,19.5,19.5
2018,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,105,17.9,17.9,17.9
2019,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,125,21.1,21.1,21.1
2020,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,110,18.7,18.7,18.7
2021,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,125,23.1,23.1,23.1
2022,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,All Persons,IMD Q3,All Regions,Early,All Routes,675,17.1,15.8,18.4
2016,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,125,25.1,25.1,25.1
2017,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,150,27.4,27.4,27.4
2018,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,140,24.2,24.2,24.2
2019,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,140,23.3,23.3,23.3
2020,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,145,23.9,23.9,23.9
2021,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,150,27.7,27.7,27.7
2022,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,All Persons,IMD Q3,All Regions,Advanced,All Routes,850,21.6,20.2,23.1
2016,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,15,36.0,36.0,36.0
2017,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,20,41.3,41.3,41.3
2018,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,20,37.4,37.4,37.4
2019,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,30,56.4,56.4,56.4
2020,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,20,40.3,40.3,40.3
2021,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,25,66.2,66.2,66.2
2022,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,25,55.4,55.4,55.4
2023,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,25,49.2,49.2,49.2
allyears,70-74,All Persons,IMD Q3,East Midlands,All Stages,All Routes,180,54.3,46.4,62.2
2016,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,30,43.2,43.2,43.2
2017,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,35,43.8,43.8,43.8
2018,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,35,43.1,43.1,43.1
2019,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,45,50.3,50.3,50.3
2020,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,45,49.9,49.9,49.9
2021,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,40,57.0,57.0,57.0
2022,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,45,57.7,57.7,57.7
2023,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,30,38.0,38.0,38.0
allyears,70-74,All Persons,IMD Q3,East of England,All Stages,All Routes,305,54.6,48.6,60.7
2016,70-74,All Persons,IMD Q3,London,All Stages,All Routes,35,61.5,61.5,61.6
2017,70-74,All Persons,IMD Q3,London,All Stages,All Routes,30,52.2,52.2,52.2
2018,70-74,All Persons,IMD Q3,London,All Stages,All Routes,35,61.6,61.6,61.6
2019,70-74,All Persons,IMD Q3,London,All Stages,All Routes,35,58.2,58.2,58.2
2020,70-74,All Persons,IMD Q3,London,All Stages,All Routes,30,45.7,45.7,45.7
2021,70-74,All Persons,IMD Q3,London,All Stages,All Routes,35,43.6,43.6,43.6
2022,70-74,All Persons,IMD Q3,London,All Stages,All Routes,30,50.4,50.4,50.4
2023,70-74,All Persons,IMD Q3,London,All Stages,All Routes,45,72.3,72.3,72.3
allyears,70-74,All Persons,IMD Q3,London,All Stages,All Routes,275,62.4,55.0,69.8
2016,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,46.0,46.0,46.0
2017,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,10,50.6,50.6,50.6
2018,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,15,69.3,69.3,69.3
2019,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,15,58.6,58.6,58.6
2020,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,36.8,36.8,36.8
2021,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,20,84.8,84.8,84.8
2022,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,25.7,25.7,25.7
2023,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,15,55.6,55.6,55.6
allyears,70-74,All Persons,IMD Q3,North East,All Stages,All Routes,75,61.2,49.0,73.4
2016,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,25,51.0,51.0,51.0
2017,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,40,72.5,72.5,72.5
2018,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,35,55.7,55.7,55.7
2019,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,40,62.4,62.4,62.4
2020,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,40,64.6,64.6,64.6
2021,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,35,54.7,54.7,54.7
2022,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,35,55.2,55.2,55.2
2023,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,25,41.8,41.8,41.8
allyears,70-74,All Persons,IMD Q3,North West,All Stages,All Routes,275,65.6,57.8,73.3
2016,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,50,61.4,61.4,61.4
2017,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,50,56.9,56.9,56.9
2018,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,40,43.4,43.4,43.4
2019,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,50,55.1,55.1,55.1
2020,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,55,55.5,55.5,55.5
2021,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,50,59.3,59.3,59.3
2022,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,50,58.0,58.0,58.0
2023,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,35,42.9,42.9,42.9
allyears,70-74,All Persons,IMD Q3,South East,All Stages,All Routes,380,61.4,55.3,67.6
2016,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,35,48.1,48.1,48.1
2017,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,45,52.2,52.2,52.2
2018,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,40,45.3,45.3,45.3
2019,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,40,46.6,46.6,46.6
2020,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,45,49.3,49.3,49.3
2021,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,45,66.8,66.8,66.8
2022,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,35,43.4,43.4,43.4
2023,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,35,41.1,41.1,41.1
allyears,70-74,All Persons,IMD Q3,South West,All Stages,All Routes,320,55.7,49.7,61.8
2016,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,15,29.4,29.4,29.4
2017,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,25,38.7,38.7,38.7
2018,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,20,28.2,28.2,28.2
2019,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,35,55.7,55.7,55.7
2020,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,35,54.2,54.2,54.2
2021,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,30,61.2,61.2,61.2
2022,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,20,32.5,32.5,32.5
2023,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,30,48.8,48.8,48.8
allyears,70-74,All Persons,IMD Q3,West Midlands,All Stages,All Routes,210,49.7,43.0,56.4
2016,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,35,73.9,73.9,73.9
2017,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,30,61.6,61.6,61.6
2018,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,35,60.6,60.6,60.6
2019,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,35,64.8,64.8,64.8
2020,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,30,57.2,57.2,57.2
2021,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,30,57.7,57.7,57.7
2022,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,30,58.7,58.7,58.7
2023,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,20,34.1,34.1,34.1
allyears,70-74,All Persons,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,245,66.7,58.4,74.9
2016,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,260,47.1,47.1,47.1
2017,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,255,41.7,41.7,41.7
2018,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,285,44.3,44.3,44.3
2019,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,280,43.3,43.3,43.3
2020,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,290,44.1,44.1,44.1
2021,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,340,62.6,62.6,62.6
2022,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,245,40.7,40.7,40.7
2023,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,265,43.5,43.5,43.5
allyears,70-74,All Persons,IMD Q4,All Regions,All Stages,All Routes,2220,52.2,50.0,54.3
2016,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,15,2.9,2.9,2.9
2017,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,15,2.3,2.3,2.3
2018,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,15,2.4,2.4,2.4
2019,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,20,3.6,3.6,3.6
2023,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,15,2.5,2.5,2.5
allyears,70-74,All Persons,IMD Q4,All Regions,All Stages,Emergency,80,1.9,1.5,2.3
2016,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,245,44.0,44.0,44.0
2017,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,235,38.9,38.9,38.9
2018,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,255,39.6,39.6,39.6
2019,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,225,36.7,36.7,36.7
2023,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,250,40.9,40.9,40.9
allyears,70-74,All Persons,IMD Q4,All Regions,All Stages,Non-emergency,1210,28.3,26.7,29.9
2016,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,95,17.5,17.5,17.5
2017,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,80,13.3,13.3,13.3
2018,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,95,15.2,15.2,15.2
2019,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,110,16.8,16.8,16.8
2020,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,105,15.7,15.7,15.7
2021,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,140,25.4,25.4,25.4
2022,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,All Persons,IMD Q4,All Regions,Early,All Routes,625,14.7,13.5,15.8
2016,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,140,25.5,25.5,25.5
2017,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,145,24.0,24.0,24.0
2018,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,155,24.4,24.4,24.4
2019,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,120,18.5,18.5,18.5
2020,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,135,20.8,20.8,20.8
2021,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,155,28.2,28.2,28.2
2022,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,All Persons,IMD Q4,All Regions,Advanced,All Routes,850,20.0,18.7,21.4
2016,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,30,52.8,52.8,52.8
2017,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,20,29.8,29.8,29.8
2018,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,30,50.0,50.0,50.0
2019,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,30,43.2,43.2,43.2
2020,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,30,44.3,44.3,44.3
2021,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,35,73.6,73.6,73.6
2022,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,25,42.6,42.6,42.6
2023,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,20,34.4,34.4,34.4
allyears,70-74,All Persons,IMD Q4,East Midlands,All Stages,All Routes,220,52.1,45.1,59.0
2016,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,30,47.4,47.4,47.4
2017,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,30,41.4,41.4,41.4
2018,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,30,41.0,40.9,41.0
2019,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,35,44.1,44.1,44.1
2020,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,40,48.9,48.9,48.9
2021,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,40,58.9,58.9,58.9
2022,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,25,33.2,33.2,33.2
2023,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,30,41.5,41.5,41.5
allyears,70-74,All Persons,IMD Q4,East of England,All Stages,All Routes,260,50.6,44.4,56.7
2016,70-74,All Persons,IMD Q4,London,All Stages,All Routes,25,45.9,45.9,45.9
2017,70-74,All Persons,IMD Q4,London,All Stages,All Routes,25,47.7,47.7,47.7
2018,70-74,All Persons,IMD Q4,London,All Stages,All Routes,35,57.9,57.9,57.9
2019,70-74,All Persons,IMD Q4,London,All Stages,All Routes,30,55.0,55.0,55.0
2020,70-74,All Persons,IMD Q4,London,All Stages,All Routes,20,35.5,35.5,35.5
2021,70-74,All Persons,IMD Q4,London,All Stages,All Routes,40,63.2,63.2,63.2
2022,70-74,All Persons,IMD Q4,London,All Stages,All Routes,20,40.4,40.4,40.4
2023,70-74,All Persons,IMD Q4,London,All Stages,All Routes,25,49.6,49.6,49.6
allyears,70-74,All Persons,IMD Q4,London,All Stages,All Routes,220,56.5,49.1,63.9
2016,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,43.2,43.2,43.2
2017,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,30.1,30.1,30.1
2018,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,15,64.3,64.3,64.3
2019,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,15,50.9,50.9,50.9
2020,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,10,46.3,46.3,46.3
2021,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,15,63.5,63.5,63.5
2022,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,10,47.0,47.0,47.0
2023,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,15,58.8,58.8,58.8
allyears,70-74,All Persons,IMD Q4,North East,All Stages,All Routes,80,58.4,46.8,69.9
2016,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,30,40.7,40.7,40.7
2017,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,30,42.5,42.5,42.5
2018,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,40,49.1,49.1,49.1
2019,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,30,34.6,34.6,34.6
2020,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,40,48.9,48.9,48.9
2021,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,45,60.7,60.7,60.7
2022,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,45,56.0,56.0,56.0
2023,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,35,48.2,48.2,48.2
allyears,70-74,All Persons,IMD Q4,North West,All Stages,All Routes,295,54.3,48.1,60.6
2016,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,40,38.8,38.8,38.8
2017,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,60,52.4,52.4,52.4
2018,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,55,43.5,43.5,43.5
2019,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,55,42.8,42.8,42.8
2020,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,65,51.1,51.1,51.1
2021,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,70,70.2,70.2,70.2
2022,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,50,43.8,43.8,43.8
2023,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,55,47.3,47.3,47.3
allyears,70-74,All Persons,IMD Q4,South East,All Stages,All Routes,450,55.3,50.2,60.5
2016,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,40,57.0,57.0,57.0
2017,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,30,35.8,35.8,35.8
2018,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,30,33.0,33.0,33.0
2019,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,35,40.6,40.6,40.6
2020,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,45,49.4,49.4,49.4
2021,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,30,47.6,47.6,47.6
2022,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,25,32.5,32.5,32.5
2023,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,30,38.7,38.7,38.7
allyears,70-74,All Persons,IMD Q4,South West,All Stages,All Routes,265,47.5,41.8,53.2
2016,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,25,46.4,46.4,46.4
2017,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,20,35.2,35.2,35.2
2018,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,25,41.9,41.9,41.9
2019,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,30,43.2,43.2,43.2
2020,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,15,23.1,23.1,23.1
2021,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,35,76.5,76.5,76.5
2022,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,25,37.8,37.8,37.8
2023,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,25,39.4,39.4,39.4
allyears,70-74,All Persons,IMD Q4,West Midlands,All Stages,All Routes,200,47.6,41.0,54.2
2016,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,30,63.4,63.4,63.4
2017,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,30,53.9,53.9,53.9
2018,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,25,42.2,42.2,42.2
2019,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,30,52.2,52.2,52.2
2020,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,25,46.4,46.4,46.4
2021,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,30,55.9,55.9,55.9
2022,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,20,39.8,39.8,39.8
2023,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,25,47.3,47.3,47.3
allyears,70-74,All Persons,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,215,57.0,49.4,64.7
2016,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,220,38.5,38.5,38.5
2017,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,240,38.3,38.3,38.3
2018,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,245,37.5,37.5,37.5
2019,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,250,37.7,37.7,37.7
2020,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,255,38.2,38.2,38.2
2021,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,315,58.6,58.6,58.6
2022,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,245,39.4,39.4,39.4
2023,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,235,37.6,37.6,37.6
allyears,70-74,All Persons,IMD Q5,All Regions,All Stages,All Routes,2005,46.2,44.2,48.2
