quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
3.75,.44,.38,.5,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
4,.44,.37,.5,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
4.25,.44,.37,.5,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
4.5,.41,.34999999,.47999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
4.75,.41,.34999999,.47999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
5,.40000001,.33000001,.47,All Persons,All IMD Quintiles,London,All Routes,All Stages,70-74,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
.25,.91000003,.88,.94999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
.5,.81999999,.76999998,.87,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
.75,.74000001,.69,.80000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
1,.69,.63,.75,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
1.25,.67000002,.61000001,.73000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
1.5,.63,.56999999,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
1.75,.61000001,.55000001,.67000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
2,.57999998,.51999998,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
2.25,.56,.5,.63,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
2.5,.56,.5,.63,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
2.75,.51999998,.44999999,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
3,.50999999,.44,.57999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
3.25,.47999999,.41,.55000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
3.5,.47999999,.41,.55000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
3.75,.47,.40000001,.54000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
4,.47,.40000001,.54000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
4.25,.46000001,.38999999,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
4.5,.46000001,.38999999,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
4.75,.46000001,.38999999,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
5,.43000001,.36000001,.50999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,75-79,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
.25,.88,.82999998,.93000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
.5,.75,.69,.81999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
.75,.67000002,.60000002,.74000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
1,.63,.56,.69999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
1.25,.56,.47999999,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
1.5,.52999997,.44999999,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
1.75,.47999999,.40000001,.55000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
2,.44999999,.37,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
2.25,.44999999,.37,.51999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
2.5,.44,.36000001,.51999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
2.75,.41999999,.34,.5,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
3,.38,.30000001,.46000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
3.25,.38,.30000001,.46000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
3.5,.37,.28999999,.44999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
3.75,.36000001,.28,.44,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
4,.36000001,.28,.44,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
4.25,.31,.23,.40000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
4.5,.30000001,.20999999,.38,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
4.75,.30000001,.20999999,.38,All Persons,All IMD Quintiles,London,All Routes,All Stages,80-84,All Years
0,.99000001,.97000003,1.01,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
.25,.85000002,.77999997,.92000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
.5,.67000002,.56999999,.75999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
.75,.54000002,.44,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
1,.44,.34,.54000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
1.25,.38,.28999999,.47999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
1.5,.36000001,.25999999,.46000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
1.75,.33000001,.23,.41999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
2.25,.28999999,.2,.38,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
2.5,.25999999,.17,.34999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
2.75,.25999999,.17,.34999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
3,.23,.14,.31999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
3.25,.2,.11,.28,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
3.5,.16,.079999998,.23999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
4,.14,.059999999,.22,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
4.5,.14,.059999999,.22,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
4.75,.14,.059999999,.22,All Persons,All IMD Quintiles,London,All Routes,All Stages,85-89,All Years
0,.99000001,.95999998,1.01,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
.25,.76999998,.67000002,.87,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
.5,.62,.50999999,.74000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
.75,.49000001,.38,.61000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
1,.44999999,.33000001,.56999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
1.25,.40000001,.28999999,.51999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
1.5,.37,.25,.47999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
1.75,.31999999,.2,.43000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
2,.25999999,.15000001,.37,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
2.25,.22,.12,.31999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
2.5,.18000001,.079999998,.28,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
2.75,.14,.050000001,.23,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
3,.12,.039999999,.2,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
3.25,.1,.02,.17,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
3.5,.1,.02,.17,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
4,.059999999,0,.13,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
4.75,.029999999,-.0099999998,.079999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,90+,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
.25,.93000001,.91000003,.95999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
.5,.88999999,.86000001,.92000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
.75,.81,.76999998,.85000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
1,.76999998,.73000002,.81999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
1.25,.74000001,.69,.77999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
1.5,.69999999,.64999998,.75,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
1.75,.66000003,.61000001,.70999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
2,.64999998,.60000002,.69999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
2.25,.63,.57999998,.68000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
2.5,.61000001,.56,.66000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
2.75,.60000002,.55000001,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
3,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
3.25,.57999998,.52999997,.63,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
3.5,.56999999,.51999998,.62,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
3.75,.55000001,.5,.61000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
4,.55000001,.5,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
4.25,.55000001,.5,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
4.5,.54000002,.47999999,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
4.75,.52999997,.47999999,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2016
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
.25,.93000001,.91000003,.95999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
.5,.85000002,.81999999,.88999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
.75,.80000001,.75999999,.85000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
1,.75,.70999998,.80000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
1.25,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
1.5,.69,.63999999,.74000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
1.75,.66000003,.61000001,.72000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
2,.63999999,.58999997,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
2.25,.62,.56999999,.67000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
2.5,.61000001,.56,.66000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
2.75,.60000002,.54000002,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
3,.56999999,.51999998,.63,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
3.25,.56,.50999999,.62,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
3.5,.55000001,.5,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
4,.55000001,.49000001,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
4.25,.52999997,.47999999,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
4.5,.51999998,.47,.56999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
4.75,.50999999,.46000001,.56999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
5,.50999999,.44999999,.56,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2017
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
.25,.94,.91000003,.95999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
.5,.87,.82999998,.89999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
.75,.79000002,.75,.83999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
1,.75,.70999998,.79000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
1.25,.70999998,.67000002,.75999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
1.5,.68000001,.63,.72000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
1.75,.63999999,.58999997,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
2,.61000001,.56,.66000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
2.25,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
2.5,.57999998,.52999997,.63,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
2.75,.56999999,.51999998,.62,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
3,.55000001,.5,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
3.25,.55000001,.5,.60000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
3.5,.54000002,.49000001,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
3.75,.51999998,.47,.57999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
4,.51999998,.47,.56999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
4.25,.50999999,.46000001,.56,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
4.5,.50999999,.44999999,.56,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
4.75,.5,.44999999,.55000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
5,.43000001,.31999999,.52999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2018
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
.25,.94,.92000002,.95999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
.5,.87,.83999997,.89999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
.75,.80000001,.75999999,.83999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
1,.74000001,.69,.77999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
1.25,.70999998,.66000003,.75,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
1.5,.68000001,.63,.72000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
1.75,.66000003,.62,.70999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
2,.63999999,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
2.25,.62,.57999998,.67000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
2.5,.61000001,.56,.66000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
2.75,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
3,.56999999,.51999998,.62,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
3.25,.56,.50999999,.61000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
3.5,.54000002,.49000001,.58999997,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
3.75,.52999997,.47999999,.57999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
4,.52999997,.47999999,.57999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2019
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
.25,.94,.91000003,.95999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
.5,.87,.82999998,.89999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
.75,.81,.76999998,.85000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
1,.74000001,.69999999,.79000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
1.25,.72000003,.67000002,.75999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
1.5,.68000001,.63999999,.73000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
1.75,.64999998,.60000002,.69999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
2,.63999999,.58999997,.68000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
2.25,.62,.56999999,.67000002,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
2.5,.60000002,.55000001,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
2.75,.60000002,.55000001,.64999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
3,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
3.25,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
4.5,.58999997,.54000002,.63999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2020
0,1,.99000001,1,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
.25,.93000001,.89999998,.94999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
.5,.83999997,.81,.88,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
.75,.75999999,.72000003,.80000001,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
1,.72000003,.68000001,.75999999,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
1.25,.68000001,.63999999,.72000003,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
1.5,.66000003,.62,.70999998,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
1.75,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
2,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
2.75,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
4,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
4.75,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
5,.64999998,.60000002,.69,All Persons,All IMD Quintiles,London,All Routes,All Stages,All Ages,2021
0,.97000003,.91000003,1.03,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
.25,.76999998,.63,.92000002,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
.5,.64999998,.47999999,.81,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
1,.44999999,.28,.62,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
1.25,.44999999,.28,.62,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
1.5,.41999999,.25,.58999997,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
2,.38,.20999999,.55000001,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
2.25,.34999999,.18000001,.50999999,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
3.25,.31,.15000001,.47,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
4,.31,.15000001,.47,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
4.25,.31,.15000001,.47,All Persons,All IMD Quintiles,North East,Emergency,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
.25,.93000001,.91000003,.94999999,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
.5,.88,.85000002,.91000003,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
.75,.82999998,.80000001,.87,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
1,.79000002,.75,.82999998,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
1.25,.75,.72000003,.79000002,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
1.5,.72000003,.68000001,.75999999,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
1.75,.69,.64999998,.73000002,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
2,.67000002,.63,.72000003,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
2.25,.63,.58999997,.68000001,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
2.5,.62,.56999999,.66000003,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
2.75,.61000001,.56,.64999998,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
3,.58999997,.55000001,.63999999,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
3.25,.57999998,.54000002,.63,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
3.5,.56999999,.52999997,.62,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
3.75,.56999999,.52999997,.62,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
4,.56999999,.51999998,.61000001,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
4.25,.56,.50999999,.60000002,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
4.5,.54000002,.5,.58999997,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
4.75,.54000002,.49000001,.57999998,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
5,.52999997,.49000001,.57999998,All Persons,All IMD Quintiles,North East,Non-emergency,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
.25,.99000001,.98000002,1,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
.5,.98000002,.95999998,.99000001,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
.75,.94999999,.93000001,.97000003,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
1,.94,.92000002,.95999998,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
1.25,.92000002,.89999998,.94,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
1.5,.89999998,.87,.92000002,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
1.75,.86000001,.82999998,.88999999,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
2,.85000002,.81999999,.88,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
2.25,.82999998,.79000002,.86000001,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
2.5,.80000001,.75999999,.83999997,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
2.75,.79000002,.75,.82999998,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
3,.77999997,.74000001,.81999999,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
3.25,.75999999,.72000003,.80000001,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
3.5,.75,.70999998,.79000002,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
3.75,.75,.70999998,.79000002,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
4,.74000001,.69999999,.77999997,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
4.25,.74000001,.69,.77999997,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
4.5,.72000003,.68000001,.76999998,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
4.75,.72000003,.68000001,.76999998,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
5,.72000003,.67000002,.75999999,All Persons,All IMD Quintiles,North East,All Routes,Early,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
.25,.88999999,.87,.92000002,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
.5,.77999997,.74000001,.81,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
.75,.69,.64999998,.73000002,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
1,.63,.58999997,.67000002,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
1.25,.56999999,.52999997,.61000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
1.5,.54000002,.49000001,.57999998,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
1.75,.5,.46000001,.55000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
2,.47999999,.43000001,.51999998,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
2.25,.44999999,.40000001,.49000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
2.5,.44,.38999999,.47999999,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
2.75,.43000001,.38999999,.47,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
3,.41,.37,.46000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
3.25,.40000001,.36000001,.44999999,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
3.5,.38999999,.34999999,.44,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
3.75,.38999999,.34,.43000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
4,.38,.34,.43000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
4.25,.37,.31999999,.41999999,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
4.5,.34999999,.30000001,.40000001,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
4.75,.34999999,.30000001,.38999999,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
5,.34,.28999999,.38999999,All Persons,All IMD Quintiles,North East,All Routes,Advanced,All Ages,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
.25,.97000003,.94,1,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
.5,.92000002,.87,.97000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
.75,.87,.81,.93000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
1,.86000001,.80000001,.92000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
1.25,.85000002,.77999997,.91000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
1.5,.82999998,.75999999,.89999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
