quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
0,1,.99000001,1,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.94999999,.93000001,.97000003,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.88,.83999997,.91000003,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.83999997,.80000001,.87,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.76999998,.73000002,.81,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.74000001,.69999999,.79000002,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.67000002,.75999999,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.69,.64999998,.74000001,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.67000002,.62,.72000003,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.64999998,.60000002,.69999999,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.63,.57999998,.68000001,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.61000001,.56,.66000003,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.61000001,.56,.66000003,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.60000002,.55000001,.64999998,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.55000001,.64999998,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.52999997,.63999999,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.56,.5,.61000001,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.47999999,.58999997,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.47,.58999997,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.50999999,.44999999,.56,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.5,.44,.56,All Persons,IMD Q2,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,.99000001,.97000003,1.01,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
.25,.72000003,.63999999,.80000001,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
.5,.60000002,.50999999,.69,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
.75,.50999999,.41999999,.60000002,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
1,.47,.38,.56,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.44,.34999999,.52999997,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.41999999,.33000001,.50999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.40000001,.31,.49000001,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
2,.37,.28999999,.46000001,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.37,.28,.44999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.34,.25,.41999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.31,.23,.40000001,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.30000001,.22,.38999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
4,.30000001,.22,.38999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.27000001,.19,.34999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.27000001,.19,.34999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.27000001,.19,.34999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
5,.27000001,.19,.34999999,All Persons,IMD Q2,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.88999999,.88,.91000003,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.82999998,.81999999,.85000002,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.77999997,.75999999,.80000001,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.75,.73000002,.76999998,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.72000003,.69999999,.74000001,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.69,.67000002,.70999998,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.67000002,.64999998,.69,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.64999998,.62,.67000002,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.63,.61000001,.66000003,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.62,.60000002,.63999999,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.61000001,.58999997,.63,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.60000002,.57999998,.62,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.58999997,.56999999,.61000001,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.57999998,.56,.60000002,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.56999999,.54000002,.58999997,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.55000001,.52999997,.57999998,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.54000002,.51999998,.56,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.52999997,.50999999,.56,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.51999998,.5,.55000001,All Persons,IMD Q2,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
.25,.98000002,.98000002,.99000001,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
.5,.95999998,.94999999,.97000003,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
.75,.94,.93000001,.95999998,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
1,.92000002,.89999998,.93000001,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
1.25,.89999998,.88999999,.92000002,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
1.5,.88,.86000001,.89999998,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
1.75,.86000001,.83999997,.88,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
2,.83999997,.82999998,.86000001,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
2.25,.82999998,.81,.85000002,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
2.5,.81999999,.80000001,.83999997,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
2.75,.81,.79000002,.82999998,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
3,.79000002,.76999998,.81,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
3.25,.77999997,.75999999,.80000001,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
3.5,.76999998,.74000001,.79000002,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
3.75,.75,.73000002,.77999997,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
4,.74000001,.72000003,.76999998,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
4.25,.72000003,.69,.75,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
4.5,.70999998,.68000001,.73000002,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
4.75,.69999999,.67000002,.72000003,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
5,.69,.66000003,.72000003,All Persons,IMD Q2,All Regions,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
.25,.92000002,.91000003,.93000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
.5,.81999999,.80000001,.83999997,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
.75,.72000003,.69999999,.74000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
1,.64999998,.63,.67000002,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
1.25,.60000002,.56999999,.62,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
1.5,.55000001,.52999997,.57999998,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
1.75,.50999999,.49000001,.54000002,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
2,.49000001,.47,.50999999,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
2.25,.47,.44999999,.49000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
2.5,.44999999,.43000001,.47,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
2.75,.44,.41,.46000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
3,.43000001,.41,.44999999,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
3.25,.41999999,.40000001,.44999999,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
3.5,.41999999,.38999999,.44,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
3.75,.41,.38999999,.43000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
4,.40000001,.38,.41999999,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
4.25,.38,.36000001,.41,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
4.5,.37,.34999999,.40000001,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
4.75,.37,.34,.38999999,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
5,.36000001,.33000001,.38,All Persons,IMD Q2,All Regions,All Routes,Advanced,All Ages,All Years
0,1,.99000001,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
.25,.98000002,.97000003,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
.5,.94999999,.93000001,.97000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
.75,.93000001,.91000003,.95999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
1,.88999999,.87,.92000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
1.25,.87,.83999997,.89999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
1.5,.83999997,.80000001,.87,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
1.75,.80000001,.75999999,.83999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
2,.79000002,.75,.82999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
2.25,.76999998,.73000002,.81,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
2.5,.75,.70999998,.79000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
2.75,.74000001,.69,.77999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
3,.73000002,.69,.77999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
3.25,.72000003,.68000001,.76999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
3.5,.72000003,.68000001,.76999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
3.75,.72000003,.68000001,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
4,.72000003,.68000001,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
4.25,.72000003,.67000002,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
4.5,.70999998,.66000003,.75,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
4.75,.69999999,.66000003,.75,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
5,.69999999,.66000003,.75,All Persons,IMD Q2,All Regions,All Routes,All Stages,0-49,All Years
0,1,.99000001,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
.25,.98000002,.95999998,.99000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
.5,.93000001,.91000003,.95999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
.75,.88999999,.85000002,.92000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
1,.86000001,.81999999,.88999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
1.25,.83999997,.80000001,.88,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
1.5,.80000001,.75999999,.83999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
1.75,.77999997,.73000002,.81999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
2,.75999999,.70999998,.80000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
2.25,.75,.69999999,.79000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
2.5,.74000001,.69,.77999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
2.75,.72000003,.67000002,.76999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
3,.72000003,.67000002,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
3.25,.70999998,.66000003,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
3.5,.69999999,.64999998,.75,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
3.75,.69,.63999999,.74000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
4,.68000001,.63,.73000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
4.25,.64999998,.58999997,.69999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
4.5,.63999999,.57999998,.69,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
4.75,.62,.56,.68000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
5,.61000001,.55000001,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,50-54,All Years
0,1,.99000001,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
.25,.97000003,.94999999,.98000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
.5,.92000002,.88999999,.94,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
.75,.83999997,.81,.87,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
1,.77999997,.75,.81999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
1.25,.75,.70999998,.79000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
1.5,.74000001,.69999999,.77999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
1.75,.69999999,.66000003,.74000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
2,.68000001,.63999999,.73000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
2.25,.66000003,.62,.69999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
2.5,.63999999,.60000002,.69,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
2.75,.63999999,.60000002,.69,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
3,.63,.57999998,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
3.25,.62,.57999998,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
3.5,.62,.56999999,.66000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
3.75,.60000002,.56,.64999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
4,.60000002,.55000001,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
4.25,.58999997,.55000001,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
4.5,.58999997,.54000002,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
4.75,.57999998,.52999997,.63,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
5,.56,.50999999,.61000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,55-59,All Years
0,1,.99000001,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
.25,.94999999,.93000001,.97000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
.5,.89999998,.87,.92000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
.75,.82999998,.79000002,.86000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
1,.77999997,.74000001,.81,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
1.25,.74000001,.70999998,.77999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
1.5,.72000003,.68000001,.75999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
1.75,.68000001,.63999999,.72000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
2,.67000002,.62,.70999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
2.25,.63999999,.60000002,.68000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
2.5,.62,.57999998,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
2.75,.61000001,.56,.64999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
3,.60000002,.56,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
3.25,.57999998,.54000002,.63,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
3.5,.56999999,.51999998,.61000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
3.75,.56,.50999999,.60000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
4,.54000002,.5,.58999997,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
4.25,.54000002,.49000001,.57999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
4.5,.52999997,.49000001,.57999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
4.75,.50999999,.47,.56,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
5,.50999999,.47,.56,All Persons,IMD Q2,All Regions,All Routes,All Stages,60-64,All Years
0,1,.99000001,1,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
.25,.94,.92000002,.95999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
.5,.88999999,.87,.92000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
.75,.83999997,.81,.87,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
1,.77999997,.74000001,.81,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
1.25,.75,.70999998,.79000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
1.5,.69999999,.66000003,.74000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
1.75,.68000001,.63999999,.72000003,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
2,.66000003,.62,.69999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
2.25,.63999999,.60000002,.68000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
2.5,.63,.58999997,.67000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
2.75,.61000001,.56999999,.64999998,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
3,.60000002,.56,.63999999,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
3.25,.58999997,.55000001,.63,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
3.5,.56999999,.52999997,.61000001,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
3.75,.56,.50999999,.60000002,All Persons,IMD Q2,All Regions,All Routes,All Stages,65-69,All Years
