quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
1.25,.66000003,.63999999,.69,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.5,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.57999998,.56,.61000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.56,.54000002,.58999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.55000001,.51999998,.56999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.52999997,.50999999,.56,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.51999998,.5,.55000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.50999999,.47999999,.54000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.5,.47,.52999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.47999999,.44999999,.50999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.47,.44999999,.5,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.47,.44,.5,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.46000001,.43000001,.49000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.46000001,.43000001,.47999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.44999999,.41999999,.47999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.89999998,.88999999,.92000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.82999998,.81999999,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.70999998,.69,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.68000001,.64999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.63999999,.62,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.62,.60000002,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.60000002,.57999998,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.57999998,.56,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.56,.54000002,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.54000002,.51999998,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.52999997,.50999999,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.50999999,.47999999,.52999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.5,.47,.52999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.49000001,.47,.51999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.49000001,.46000001,.50999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.47999999,.44999999,.50999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.47,.44,.5,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.91000003,.89999998,.93000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.82999998,.81,.86000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.77999997,.75999999,.81,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.73000002,.70999998,.75999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.69999999,.67000002,.72000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.67000002,.63999999,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.63,.61000001,.66000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.61000001,.57999998,.63999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.52999997,.5,.56,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.50999999,.47999999,.54000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.49000001,.46000001,.51999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.49000001,.44999999,.51999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.47999999,.44999999,.50999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.47,.44,.5,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.46000001,.43000001,.5,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.46000001,.43000001,.49000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.88,.86000001,.88999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.77999997,.75999999,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.72000003,.69,.74000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.63999999,.62,.67000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.62,.58999997,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.60000002,.56999999,.62,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.56,.52999997,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.52999997,.5,.56,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.50999999,.47999999,.54000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.5,.47,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.47999999,.44999999,.51999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.47,.44,.5,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.46000001,.43000001,.49000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.44999999,.41,.47999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.43000001,.40000001,.46000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.43000001,.38999999,.46000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.41999999,.38999999,.44999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.88999999,.87,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.81,.79000002,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.75999999,.73000002,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.70999998,.68000001,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.64999998,.62,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.61000001,.57999998,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.52999997,.5,.56,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.50999999,.47999999,.54000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.49000001,.46000001,.51999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.47999999,.44999999,.51999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.47,.44,.50999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.47,.44,.5,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.44999999,.41999999,.47999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.44,.41,.47999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.44,.40000001,.47,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.43000001,.38999999,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.68000001,.64999998,.72000003,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.56,.51999998,.60000002,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.47,.43000001,.50999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.41,.37,.44999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.36000001,.31999999,.40000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.33000001,.28999999,.37,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.30000001,.27000001,.34,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.28,.25,.31999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.27000001,.23,.30000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.25,.22,.28999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.25,.20999999,.28,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.23999999,.20999999,.28,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.23999999,.2,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.23,.2,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.23,.2,.25999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.22,.19,.25999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.22,.19,.25,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.20999999,.18000001,.23999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.20999999,.18000001,.23999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
5,.20999999,.17,.23999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.86000001,.85000002,.87,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.75999999,.75,.76999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.69,.68000001,.70999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.67000002,.64999998,.68000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.63999999,.63,.66000003,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.62,.61000001,.63999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.60000002,.58999997,.62,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.58999997,.56999999,.60000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.56999999,.56,.57999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.56,.54000002,.56999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.54000002,.52999997,.56,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.52999997,.51999998,.55000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.51999998,.50999999,.54000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.50999999,.5,.52999997,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.5,.49000001,.51999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.5,.47999999,.50999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.49000001,.47999999,.50999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.25,.98000002,.98000002,.99000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.5,.97000003,.95999998,.98000002,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.75,.94999999,.94999999,.95999998,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.94,.93000001,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.25,.92000002,.91000003,.93000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
